LGU PROFILE,,,LGU PROFILE,,,,,,,,,,,,,DECEMBER 2024,,,January 2025,,,February 2025,,,March 2025,,,April 2025,,,May 2025,,,June 2025,,,July 2025,,,August 2025,,,September 2025,,,October 2025,,,November 2025,,,December 2025,,
16-067-23-000,16-67-23-000,"Socorro, Surigao del Norte",Socorro,Surigao del Norte,Region XIII (Caraga),Municipality,4th,R13,A,O,#REF!,#REF!,https://bpbc.ibpls.com/socorrosurigaodelnorte,https://prod.ebpls.com/socorrosurigaodelnorte,2022-12,#N/A,#N/A,#N/A,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
07-022-47-000,07-22-47-000,"Sogod, Cebu",Sogod,Cebu,Region VII (Central Visayas),Municipality,4th*,R7,A,J,#REF!,#REF!,https://bpbc.ibpls.com/sogodcebu,https://prod.ebpls.com/sogodcebu,2022-12,#N/A,#N/A,#N/A,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
08-064-17-000,08-64-17-000,"Sogod, Southern Leyte",Sogod,Southern Leyte,Region VIII (Eastern Visayas),Municipality,2nd,R8,A,K,#REF!,#REF!,https://bpbc.ibpls.com/sogodsouthernleyte,https://prod.ebpls.com/sogodsouthernleyte,2022-12,#N/A,#N/A,#N/A,[1] Operational,[A] Operational,Normal Operations,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,Normal Operations,[1] Operational,[A] Operational,Normal Operations,[1] Operational,[A] Operational,Normal Operations,[1] Operational,[A] Operational,Normal Operations,[1] Operational,[A] Operational,Normal Operations,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
02-015-27-000,02-15-27-000,"Solana, Cagayan",Solana,Cagayan,Region II (Cagayan Valley),Municipality,1st,R2,A,D,#REF!,#REF!,https://bpbc.ibpls.com/solanacagayan,https://prod.ebpls.com/solanacagayan,2022-12,#N/A,#N/A,#N/A,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
01-028-22-000,01-28-22-000,"Solsona, Ilocos Norte",Solsona,Ilocos Norte,Region I (Ilocos Region),Municipality,3rd,R1,A,C,#REF!,#REF!,https://bpbc.ibpls.com/solsonailocosnorte,https://prod.ebpls.com/solsonailocosnorte,2022-12,#N/A,#N/A,#N/A,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
09-073-40-000,09-73-40-000,"Sominot, Zamboanga del Sur",Sominot,Zamboanga del Sur,Region IX (Zamboanga Peninsula),Municipality,5th*,R9,B,L,#REF!,#REF!,https://bpbc.ibpls.com/sominotzamboangadelsur,https://prod.ebpls.com/sominotzamboangadelsur,,#N/A,#N/A,#N/A,[6] With Concerns,[C] For Training/Others,,[6] With Concerns,[C] For Training/Others,,[6] With Concerns,[C] For Training/Others,,[7] To Follow-up,[C] For Training/Others,,[7] To Follow-up,[C] For Training/Others,,[7] To Follow-up,[C] For Training/Others,,[7] To Follow-up,[C] For Training/Others,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
03-054-21-000,03-54-21-000,"Sto. Tomas, Pampanga",Sto. Tomas,Pampanga,Region III (Central Luzon),Municipality,4th,R3,B,E,#REF!,#REF!,https://bpbc.ibpls.com/stotomaspampanga,https://prod.ebpls.com/stotomaspampanga,,#N/A,#N/A,#N/A,[2] Pilot Testing,[B] Developmental,,[2] Pilot Testing,[B] Developmental,,[2] Pilot Testing,[B] Developmental,,[2] Pilot Testing,[B] Developmental,,[2] Pilot Testing,[B] Developmental,,[2] Pilot Testing,[B] Developmental,,[2] Pilot Testing,[B] Developmental,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
03-071-14-000,03-71-14-000,"Subic, Zambales",Subic,Zambales,Region III (Central Luzon),Municipality,1st,R3,B,E,#REF!,#REF!,https://bpbc.ibpls.com/subiczambales,https://prod.ebpls.com/subiczambales,,#N/A,#N/A,#N/A,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
01-033-19-000,01-33-19-000,"Sudipen, La Union",Sudipen,La Union,Region I (Ilocos Region),Municipality,4th,R1,B,C,#REF!,#REF!,https://bpbc.ibpls.com/sudipenlaunion,https://prod.ebpls.com/sudipenlaunion,,#N/A,#N/A,#N/A,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
10-043-23-000,10-43-23-000,"Sugbongcogon, Misamis Oriental",Sugbongcogon,Misamis Oriental,Region X (Northern Mindanao),Municipality,5th,R10,A,N,#REF!,#REF!,https://bpbc.ibpls.com/sugbongcogonmisamisoriental,https://prod.ebpls.com/sugbongcogonmisamisoriental,2022-12,#N/A,#N/A,#N/A,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
08-026-22-000,08-26-22-000,"Sulat, Eastern Samar",Sulat,Eastern Samar,Region VIII (Eastern Visayas),Municipality,4th,R8,A,K,#REF!,#REF!,https://bpbc.ibpls.com/sulateasternsamar,https://prod.ebpls.com/sulateasternsamar,2022-12,#N/A,#N/A,#N/A,[1] Operational,[A] Operational,Normal Operations,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,Normal Operations,[1] Operational,[A] Operational,Normal Operations,[1] Operational,[A] Operational,Normal Operations,[1] Operational,[A] Operational,Normal Operations,[1] Operational,[A] Operational,Normal Operations,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
11-024-14-000,11-24-14-000,"Sulop, Davao del Sur",Sulop,Davao del Sur,Region XI (Davao Region),Municipality,3rd,R11,A,P,#REF!,#REF!,https://bpbc.ibpls.com/sulopdavaodelsur,https://prod.ebpls.com/sulopdavaodelsur,2022-12,#N/A,#N/A,#N/A,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
19-087-10-000,15-38-12-000,"Sultan Kudarat, Maguindanao del Norte",Sultan Kudarat,Maguindanao del Norte,Bangsamoro Autonomous Region In Muslim Mindanao (BARMM),Municipality,1st,BARMM II,B,R,#REF!,#REF!,https://bpbc.ibpls.com/sultankudaratmaguindanaodelnorte,https://prod.ebpls.com/sultankudaratmaguindanaodelnorte/,,#N/A,#N/A,#N/A,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
10-035-06-000,10-35-06-000,"Sultan Naga Dimaporo, Lanao del Norte",Sultan Naga Dimaporo,Lanao del Norte,Region X (Northern Mindanao),Municipality,3rd,R10,A,N,#REF!,#REF!,https://bpbc.ibpls.com/sultannagadimaporolanaodelnorte,https://prod.ebpls.com/sultannagadimaporolanaodelnorte,2022-12,#N/A,#N/A,#N/A,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
19-007-05-000,15-07-05-000,"Sumisip, Basilan",Sumisip,Basilan,Bangsamoro Autonomous Region In Muslim Mindanao (BARMM),Municipality,1st,BARMM I,B,M,#REF!,#REF!,https://bpbc.ibpls.com/sumisipbasilan,https://prod.ebpls.com/sumisipbasilan/.php/login,2023-01,#N/A,#N/A,#N/A,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
12-063-13-000,12-63-13-000,"Surallah, South Cotabato",Surallah,South Cotabato,Region XII (SOCCSKSARGEN),Municipality,1st,R12,B,Q,#REF!,#REF!,https://bpbc.ibpls.com/surallahsouthcotabato,https://prod.ebpls.com/surallahsouthcotabato,,#N/A,#N/A,#N/A,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
06-030-42-000,06-30-42-000,"San Rafael, Iloilo",San Rafael,Iloilo,Region VI (Western Visayas),Municipality,5th,R6,B,I,#REF!,#REF!,,https://prod.ebpls.com/sanrafaeliloilo,,#N/A,#N/A,#N/A,[8] Withdraw,[D] Withdraw,,[8] Withdraw,[D] Withdraw,,[8] Withdraw,[D] Withdraw,,[8] Withdraw,[D] Withdraw,,[8] Withdraw,[D] Withdraw,,[8] Withdraw,[D] Withdraw,,[8] Withdraw,[D] Withdraw,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
01-029-32-000,01-29-32-000,"Suyo, Ilocos Sur",Suyo,Ilocos Sur,Region I (Ilocos Region),Municipality,4th,R1,B,C,#REF!,#REF!,https://bpbc.ibpls.com/suyoilocossur,https://prod.ebpls.com/suyoilocossur,,#N/A,#N/A,#N/A,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
12-063-16-000,12-63-16-000,"T'Boli, South Cotabato",T'Boli,South Cotabato,Region XII (SOCCSKSARGEN),Municipality,1st,R12,A,Q,#REF!,#REF!,https://bpbc.ibpls.com/tbolisouthcotabato,https://prod.ebpls.com/tbolisouthcotabato,2022-12,#N/A,#N/A,#N/A,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
04-010-29-000,04-10-29-000,"Taal, Batangas",Taal,Batangas,Region IV-A (CALABARZON),Municipality,3rd,R4A,A,F,#REF!,#REF!,https://bpbc.ibpls.com/taalbatangas,https://prod.ebpls.com/taalbatangas,2022-12,#N/A,#N/A,#N/A,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
09-073-27-000,09-73-27-000,"Tabina, Zamboanga del Sur",Tabina,Zamboanga del Sur,Region IX (Zamboanga Peninsula),Municipality,4th,R9,B,L,#REF!,#REF!,https://bpbc.ibpls.com/tabinazamboangadelsur,https://prod.ebpls.com/tabinazamboangadelsur,,#N/A,#N/A,#N/A,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
07-022-48-000,07-22-48-000,"Tabogon, Cebu",Tabogon,Cebu,Region VII (Central Visayas),Municipality,3rd,R7,B,J,#REF!,#REF!,https://bpbc.ibpls.com/tabogoncebu,https://prod.ebpls.com/tabogoncebu,,#N/A,#N/A,#N/A,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
08-037-46-000,08-37-46-000,"Tabontabon, Leyte",Tabontabon,Leyte,Region VIII (Eastern Visayas),Municipality,5th,R8,A,K,#REF!,#REF!,https://bpbc.ibpls.com/tabontabonleyte,https://prod.ebpls.com/tabontabonleyte,2022-12,#N/A,#N/A,#N/A,[1] Operational,[A] Operational,Normal Operations,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,Normal Operations,[1] Operational,[A] Operational,Normal Operations,[1] Operational,[A] Operational,Normal Operations,[1] Operational,[A] Operational,Normal Operations,[1] Operational,[A] Operational,Normal Operations,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
08-026-23-000,08-26-23-000,"Taft, Eastern Samar",Taft,Eastern Samar,Region VIII (Eastern Visayas),Municipality,4th,R8,A,K,#REF!,#REF!,https://bpbc.ibpls.com/tafteasternsamar,https://prod.ebpls.com/tafteasternsamar,2022-12,#N/A,#N/A,#N/A,[1] Operational,[A] Operational,Normal Operations,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,Normal Operations,[1] Operational,[A] Operational,Normal Operations,[1] Operational,[A] Operational,Normal Operations,[1] Operational,[A] Operational,Normal Operations,[1] Operational,[A] Operational,Normal Operations,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
16-067-25-000,16-67-25-000,"Tagana-An, Surigao del Norte",Tagana-An,Surigao del Norte,Region XIII (Caraga),Municipality,5th*,R13,A,O,#REF!,#REF!,https://bpbc.ibpls.com/taganaansurigaodelnorte,https://prod.ebpls.com/taganaansurigaodelnorte,2022-12,#N/A,#N/A,#N/A,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
16-068-17-000,16-68-17-000,"Tagbina, Surigao del Sur",Tagbina,Surigao del Sur,Region XIII (Caraga),Municipality,2nd,R13,A,O,#REF!,#REF!,https://bpbc.ibpls.com/tagbinasurigaodelsur,https://prod.ebpls.com/tagbinasurigaodelsur,2022-12,#N/A,#N/A,#N/A,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
16-068-18-000,16-68-18-000,"Tago, Surigao del Sur",Tago,Surigao del Sur,Region XIII (Caraga),Municipality,2nd,R13,A,O,#REF!,#REF!,https://bpbc.ibpls.com/tagosurigaodelsur,https://prod.ebpls.com/tagosurigaodelsur,2022-12,#N/A,#N/A,#N/A,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
10-043-24-000,10-43-24-000,"Tagoloan, Misamis Oriental",Tagoloan,Misamis Oriental,Region X (Northern Mindanao),Municipality,1st,R10,A,N,#REF!,#REF!,https://bpbc.ibpls.com/tagoloanmisamisoriental,https://prod.ebpls.com/tagoloanmisamisoriental,2022-12,#N/A,#N/A,#N/A,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
01-029-33-000,01-29-33-000,"Tagudin, Ilocos Sur",Tagudin,Ilocos Sur,Region I (Ilocos Region),Municipality,2nd,R1,A,C,#REF!,#REF!,https://bpbc.ibpls.com/tagudinilocossur,https://prod.ebpls.com/tagudinilocossur,2022-12,#N/A,#N/A,#N/A,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
07-022-44-000,07-22-44-000,"Santa Fe, Cebu",Santa Fe,Cebu,Region VII (Central Visayas),Municipality,4th,R7,B,J,#REF!,#REF!,,NO INSTANCE,,#N/A,#N/A,#N/A,[8] Withdraw,[D] Withdraw,,[8] Withdraw,[D] Withdraw,,[8] Withdraw,[D] Withdraw,,[8] Withdraw,[D] Withdraw,,[8] Withdraw,[D] Withdraw,,[8] Withdraw,[D] Withdraw,,[8] Withdraw,[D] Withdraw,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
10-013-20-000,10-13-20-000,"Talakag, Bukidnon",Talakag,Bukidnon,Region X (Northern Mindanao),Municipality,1st,R10,A,N,#REF!,#REF!,https://bpbc.ibpls.com/talakagbukidnon,https://prod.ebpls.com/talakagbukidnon,2022-12,#N/A,#N/A,#N/A,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
19-088-24-000,15-38-16-000,"Talayan, Maguindanao del Sur",Talayan,Maguindanao del Sur,Bangsamoro Autonomous Region In Muslim Mindanao (BARMM),Municipality,4th*,BARMM II,B,R,#REF!,#REF!,https://bpbc.ibpls.com/talayanmaguindanaodelsur,https://prod.ebpls.com/talayanmaguindanao,,#N/A,#N/A,#N/A,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
19-066-13-000,15-66-13-000,"Talipao, Sulu",Talipao,Sulu,Bangsamoro Autonomous Region In Muslim Mindanao (BARMM),Municipality,1st,BARMM I,A,M,#REF!,#REF!,https://bpbc.ibpls.com/talipaosulu,https://prod.ebpls.com/talipaosulu,2022-12,#N/A,#N/A,#N/A,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
05-016-11-000,05-16-11-000,"Talisay, Camarines Norte",Talisay,Camarines Norte,Region V (Bicol Region),Municipality,4th,R5,A,H,#REF!,#REF!,https://bpbc.ibpls.com/talisaycamarinesnorte,https://prod.ebpls.com/talisaycamarinesnorte,2022-12,#N/A,#N/A,#N/A,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
10-043-25-000,10-43-25-000,"Talisayan, Misamis Oriental",Talisayan,Misamis Oriental,Region X (Northern Mindanao),Municipality,4th,R10,A,N,#REF!,#REF!,https://bpbc.ibpls.com/talisayanmisamisoriental,https://prod.ebpls.com/talisayanmisamisoriental,2022-12,#N/A,#N/A,#N/A,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
03-049-31-000,03-49-31-000,"Talugtug, Nueva Ecija",Talugtug,Nueva Ecija,Region III (Central Luzon),Municipality,4th,R3,A,E,#REF!,#REF!,https://bpbc.ibpls.com/talugtugnuevaecija,https://prod.ebpls.com/talugtugnuevaecija,2022-12,#N/A,#N/A,#N/A,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
09-083-14-000,09-83-14-000,"Talusan, Zamboanga Sibugay",Talusan,Zamboanga Sibugay,Region IX (Zamboanga Peninsula),Municipality,5th,R9,B,L,#REF!,#REF!,https://bpbc.ibpls.com/talusanzamboangasibugay,https://prod.ebpls.com/talusanzamboangasibugay,,#N/A,#N/A,#N/A,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
09-073-28-000,09-73-28-000,"Tambulig, Zamboanga del Sur",Tambulig,Zamboanga del Sur,Region IX (Zamboanga Peninsula),Municipality,4th*,R9,A,L,#REF!,#REF!,https://bpbc.ibpls.com/tambuligzamboangadelsur,https://prod.ebpls.com/tambuligzamboangadelsur,2022-12,#N/A,#N/A,#N/A,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,[1] Operational,[A] Operational,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
12-063-14-000,12-63-14-000,"Tampakan, South Cotabato",Tampakan,South Cotabato,Region XII (SOCCSKSARGEN),Municipality,2nd,R12,B,Q,#REF!,#REF!,https://bpbc.ibpls.com/tampakansouthcotabato,NO INSTANCE,,#N/A,#N/A,#N/A,[3] Ongoing Data Build-up,[B] Developmental,,[3] Ongoing Data Build-up,[B] Developmental,,[3] Ongoing Data Build-up,[B] Developmental,,[3] Ongoing Data Build-up,[B] Developmental,,[3] Ongoing Data Build-up,[B] Developmental,,[3] Ongoing Data Build-up,[B] Developmental,,[3] Ongoing Data Build-up,[B] Developmental,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
