REPORTING PERIOD,,,MONTHLY UTILIZATION STATUS,,LGU PROFILE,,,,,
2026-04,2026,[04] April,"Bansud, Oriental Mindoro",[1] Live,[A] Live,2nd,Mun,2nd,R4B,v1
2026-04,2026,[04] April,"Banton, Romblon",[1] Live,[A] Live,5th,Mun,5th,R4B,v1
2026-04,2026,[04] April,"Bataraza, Palawan",[1] Live,[A] Live,1st,Mun,1st,R4B,v1
2026-04,2026,[04] April,"Bongabong, Oriental Mindoro",[1] Live,[A] Live,1st,Mun,1st,R4B,v1
2026-04,2026,[04] April,"Brooke's Point, Palawan",[1] Live,[A] Live,1st,Mun,1st,R4B,v1
2026-04,2026,[04] April,"Buenavista, Marinduque",[1] Live,[A] Live,4th,Mun,4th,R4B,v1
2026-04,2026,[04] April,"Bulalacao, Oriental Mindoro",[1] Live,[A] Live,3rd,Mun,3rd,R4B,v1
2026-04,2026,[04] April,"Busuanga, Palawan",[1] Live,[A] Live,3rd,Mun,3rd,R4B,v1
2026-04,2026,[04] April,"Cagayancillo, Palawan",[1] Live,[A] Live,6th,Mun,6th,R4B,v1
2026-04,2026,[04] April,"Cajidiocan, Romblon",[1] Live,[A] Live,4th,Mun,4th,R4B,v1
2026-04,2026,[04] April,"Calatrava, Romblon",[1] Live,[A] Live,5th,Mun,5th,R4B,v1
2026-04,2026,[04] April,"Calintaan, Occidental Mindoro",[1] Live,[A] Live,3rd,Mun,3rd,R4B,v1
2026-04,2026,[04] April,"Concepcion, Romblon",[8] Withdraw,[D] Withdraw,6th,Mun,6th,R4B,
2026-04,2026,[04] April,"Coron, Palawan",[1] Live,[A] Live,1st,Mun,1st,R4B,v1
2026-04,2026,[04] April,"Culion, Palawan",[1] Live,[A] Live,3rd,Mun,3rd,R4B,v1
2026-04,2026,[04] April,"El Nido, Palawan",[1] Live,[A] Live,1st,Mun,1st,R4B,v1
2026-04,2026,[04] April,"Ferrol, Romblon",[1] Live,[A] Live,6th,Mun,6th,R4B,v1
2026-04,2026,[04] April,"Gloria, Oriental Mindoro",[1] Live,[A] Live,3rd,Mun,3rd,R4B,v1
2026-04,2026,[04] April,"Kalayaan, Palawan",[1] Live,[A] Live,5th,Mun,5th,R4B,v1
2026-04,2026,[04] April,"Looc, Occidental Mindoro",[1] Live,[A] Live,5th,Mun,5th,R4B,v1
2026-04,2026,[04] April,"Looc, Romblon",[1] Live,[A] Live,4th,Mun,4th,R4B,v1
2026-04,2026,[04] April,"Lubang, Occidental Mindoro",[1] Live,[A] Live,4th,Mun,4th,R4B,v1
2026-04,2026,[04] April,"Magsaysay, Occidental Mindoro",[1] Live,[A] Live,3rd,Mun,3rd,R4B,v1
2026-04,2026,[04] April,"Mamburao, Occidental Mindoro",[1] Live,[A] Live,2nd,Mun,2nd,R4B,v1
2026-04,2026,[04] April,"Mansalay, Oriental Mindoro",[1] Live,[A] Live,2nd,Mun,2nd,R4B,v1
2026-04,2026,[04] April,"Mogpog, Marinduque",[6] With Concerns,[C] For Training/Others,3rd,Mun,3rd,R4B,v1
2026-04,2026,[04] April,"Narra, Palawan",[1] Live,[A] Live,1st,Mun,1st,R4B,v1
2026-04,2026,[04] April,"Naujan, Oriental Mindoro",[1] Live,[A] Live,1st,Mun,1st,R4B,v1
2026-04,2026,[04] April,"Paluan, Occidental Mindoro",[1] Live,[A] Live,3rd,Mun,3rd,R4B,v1
2026-04,2026,[04] April,"Pinamalayan, Oriental Mindoro",[1] Live,[A] Live,1st,Mun,1st,R4B,v1
2026-04,2026,[04] April,"Pola, Oriental Mindoro",[1] Live,[A] Live,3rd,Mun,3rd,R4B,v1
2026-04,2026,[04] April,"Puerto Galera, Oriental Mindoro",[8] Withdraw,[D] Withdraw,1st,Mun,1st,R4B,v2
2026-04,2026,[04] April,"Quezon, Palawan",[1] Live,[A] Live,1st,Mun,1st,R4B,v1
2026-04,2026,[04] April,"Rizal, Occidental Mindoro",[1] Live,[A] Live,3rd,Mun,3rd,R4B,v1
2026-04,2026,[04] April,"Rizal, Palawan",[1] Live,[A] Live,1st,Mun,1st,R4B,v1
2026-04,2026,[04] April,"Roxas, Oriental Mindoro",[1] Live,[A] Live,2nd,Mun,2nd,R4B,v1
2026-04,2026,[04] April,"Roxas, Palawan",[1] Live,[A] Live,1st,Mun,1st,R4B,v1
2026-04,2026,[04] April,"Sablayan, Occidental Mindoro",[1] Live,[A] Live,1st,Mun,1st,R4B,v1
2026-04,2026,[04] April,"San Andres, Romblon",[1] Live,[A] Live,5th,Mun,5th,R4B,v1
2026-04,2026,[04] April,"San Fernando, Romblon",[1] Live,[A] Live,4th,Mun,4th,R4B,v1
2026-04,2026,[04] April,"San Jose, Occidental Mindoro",[1] Live,[A] Live,1st,Mun,1st,R4B,v1
2026-04,2026,[04] April,"San Jose, Romblon",[1] Live,[A] Live,5th,Mun,5th,R4B,v1
2026-04,2026,[04] April,"San Teodoro, Oriental Mindoro",[1] Live,[A] Live,4th,Mun,4th,R4B,v1
2026-04,2026,[04] April,"San Vicente, Palawan",[1] Live,[A] Live,1st,Mun,1st,R4B,v1
2026-04,2026,[04] April,"Santa Cruz, Marinduque",[1] Live,[A] Live,1st,Mun,1st,R4B,v1
2026-04,2026,[04] April,"Santa Cruz, Occidental Mindoro",[1] Live,[A] Live,1st,Mun,1st,R4B,v1
2026-04,2026,[04] April,"Santa Fe, Romblon",[1] Live,[A] Live,5th,Mun,5th,R4B,v1
2026-04,2026,[04] April,"Socorro, Oriental Mindoro",[1] Live,[A] Live,3rd,Mun,3rd,R4B,v1
2026-04,2026,[04] April,"Taytay, Palawan",[1] Live,[A] Live,1st,Mun,1st,R4B,v1
2026-04,2026,[04] April,"Aroroy, Masbate",[1] Live,[A] Live,1st,Mun,1st,R5,v1
2026-04,2026,[04] April,"Baao, Camarines Sur",[8] Withdraw,[D] Withdraw,3rd,Mun,3rd,R5,
2026-04,2026,[04] April,"Bacacay, Albay",[1] Live,[A] Live,2nd,Mun,2nd,R5,v1
2026-04,2026,[04] April,"Baleno, Masbate",[8] Withdraw,[D] Withdraw,4th,Mun,4th,R5,
2026-04,2026,[04] April,"Balud, Masbate",[7] To Follow-up,[C] For Training/Others,4th,Mun,4th,R5,
2026-04,2026,[04] April,"Baras, Catanduanes",[8] Withdraw,[D] Withdraw,5th,Mun,5th,R5,v2
2026-04,2026,[04] April,"Barcelona, Sorsogon",[1] Live,[A] Live,5th,Mun,5th,R5,v1
2026-04,2026,[04] April,"Basud, Camarines Norte",[1] Live,[A] Live,3rd,Mun,3rd,R5,v1
2026-04,2026,[04] April,"Bato, Catanduanes",[8] Withdraw,[D] Withdraw,5th,Mun,5th,R5,v2
2026-04,2026,[04] April,"Bula, Camarines Sur",[1] Live,[A] Live,2nd,Mun,2nd,R5,v1
2026-04,2026,[04] April,"Bulan, Sorsogon",[1] Live,[A] Live,1st,Mun,1st,R5,v1
2026-04,2026,[04] April,"Bulusan, Sorsogon",[1] Live,[A] Live,4th,Mun,4th,R5,v1
2026-04,2026,[04] April,"Camalig, Albay",[1] Live,[A] Live,1st,Mun,1st,R5,v1
2026-04,2026,[04] April,"Camaligan, Camarines Sur",[1] Live,[A] Live,5th,Mun,5th,R5,v1
2026-04,2026,[04] April,"Canaman, Camarines Sur",[1] Live,[A] Live,4th,Mun,4th,R5,v1
2026-04,2026,[04] April,"Capalonga, Camarines Norte",[1] Live,[A] Live,3rd,Mun,3rd,R5,v1
2026-04,2026,[04] April,"Castilla, Sorsogon",[8] Withdraw,[D] Withdraw,3rd,Mun,3rd,R5,
2026-04,2026,[04] April,"Cataingan, Masbate",[1] Live,[A] Live,2nd,Mun,2nd,R5,v1
2026-04,2026,[04] April,"Cawayan, Masbate",[1] Live,[A] Live,2nd,Mun,2nd,R5,v1
2026-04,2026,[04] April,"Claveria, Masbate",[8] Withdraw,[D] Withdraw,3rd,Mun,3rd,R5,
2026-04,2026,[04] April,"Daet, Camarines Norte",[5] Admin Training,[C] For Training/Others,1st,Mun,1st,R5,
2026-04,2026,[04] April,"Del Gallego, Camarines Sur",[1] Live,[A] Live,4th,Mun,4th,R5,v1
2026-04,2026,[04] April,"Dimasalang, Masbate",[1] Live,[A] Live,4th,Mun,4th,R5,v1
2026-04,2026,[04] April,"Goa, Camarines Sur",[6] With Concerns,[C] For Training/Others,2nd,Mun,2nd,R5,v1
2026-04,2026,[04] April,"Gubat, Sorsogon",[1] Live,[A] Live,2nd,Mun,2nd,R5,v1
2026-04,2026,[04] April,"Guinobatan, Albay",[8] Withdraw,[D] Withdraw,1st,Mun,1st,R5,v2
2026-04,2026,[04] April,"Irosin, Sorsogon",[3] System Setup,[B] Developmental,2nd,Mun,2nd,R5,v2
2026-04,2026,[04] April,"Jose Panganiban, Camarines Norte",[1] Live,[A] Live,2nd,Mun,2nd,R5,v1
2026-04,2026,[04] April,"Labo, Camarines Norte",[1] Live,[A] Live,1st,Mun,1st,R5,v1
2026-04,2026,[04] April,"Libon, Albay",[1] Live,[A] Live,1st,Mun,1st,R5,v1
2026-04,2026,[04] April,"Magallanes, Sorsogon",[6] With Concerns,[C] For Training/Others,3rd,Mun,3rd,R5,v1
2026-04,2026,[04] April,"Magarao, Camarines Sur",[1] Live,[A] Live,4th,Mun,4th,R5,with v1 v2
2026-04,2026,[04] April,"Malilipot, Albay",[1] Live,[A] Live,4th,Mun,4th,R5,v1
2026-04,2026,[04] April,"Mandaon, Masbate",[1] Live,[A] Live,3rd,Mun,3rd,R5,v1
2026-04,2026,[04] April,"Mercedes, Camarines Norte",[1] Live,[A] Live,2nd,Mun,2nd,R5,v1
2026-04,2026,[04] April,"Milagros, Masbate",[1] Live,[A] Live,1st,Mun,1st,R5,v1
2026-04,2026,[04] April,"Minalabac, Camarines Sur",[1] Live,[A] Live,3rd,Mun,3rd,R5,v1
2026-04,2026,[04] April,"Mobo, Masbate",[1] Live,[A] Live,4th,Mun,4th,R5,v1
2026-04,2026,[04] April,"Monreal, Masbate",[1] Live,[A] Live,4th,Mun,4th,R5,v1
2026-04,2026,[04] April,"Oas, Albay",[1] Live,[A] Live,1st,Mun,1st,R5,v1
2026-04,2026,[04] April,"Palanas, Masbate",[1] Live,[A] Live,4th,Mun,4th,R5,v1
2026-04,2026,[04] April,"Pandan, Catanduanes",[8] Withdraw,[D] Withdraw,4th,Mun,4th,R5,
2026-04,2026,[04] April,"Panganiban, Catanduanes",[1] Live,[A] Live,5th,Mun,5th,R5,v1
2026-04,2026,[04] April,"Paracale, Camarines Norte",[1] Live,[A] Live,3rd,Mun,3rd,R5,v1
2026-04,2026,[04] April,"Pilar, Sorsogon",[1] Live,[A] Live,1st,Mun,1st,R5,v1
2026-04,2026,[04] April,"Pili, Camarines Sur",[3] System Setup,[B] Developmental,1st,Mun,1st,R5,v1
2026-04,2026,[04] April,"Pio Duran, Albay",[3] System Setup,[B] Developmental,3rd,Mun,3rd,R5,v1
2026-04,2026,[04] April,"Placer, Masbate",[8] Withdraw,[D] Withdraw,2nd,Mun,2nd,R5,
2026-04,2026,[04] April,"Polangui, Albay",[8] Withdraw,[D] Withdraw,1st,Mun,1st,R5,v2
2026-04,2026,[04] April,"Presentacion, Camarines Sur",[1] Live,[A] Live,4th,Mun,4th,R5,with v1 v2
2026-04,2026,[04] April,"Ragay, Camarines Sur",[1] Live,[A] Live,1st,Mun,1st,R5,v1
2026-04,2026,[04] April,"Sagñay, Camarines Sur",[1] Live,[A] Live,4th,Mun,4th,R5,v1
2026-04,2026,[04] April,"San Jose, Camarines Sur",[1] Live,[A] Live,4th,Mun,4th,R5,with v1 v2
2026-04,2026,[04] April,"San Miguel, Catanduanes",[8] Withdraw,[D] Withdraw,5th,Mun,5th,R5,
2026-04,2026,[04] April,"San Pascual, Masbate",[3] System Setup,[B] Developmental,3rd,Mun,3rd,R5,v1
2026-04,2026,[04] April,"San Vicente, Camarines Norte",[1] Live,[A] Live,5th,Mun,5th,R5,v1
2026-04,2026,[04] April,"Santa Elena, Camarines Norte",[1] Live,[A] Live,3rd,Mun,3rd,R5,v1
2026-04,2026,[04] April,"Santa Magdalena, Sorsogon",[2] UAT,[B] Developmental,5th,Mun,5th,R5,v1
2026-04,2026,[04] April,"Santo Domingo, Albay",[6] With Concerns,[C] For Training/Others,4th,Mun,4th,R5,v1
2026-04,2026,[04] April,"Talisay, Camarines Norte",[1] Live,[A] Live,4th,Mun,4th,R5,v1
2026-04,2026,[04] April,"Tiwi, Albay",[8] Withdraw,[D] Withdraw,1st,Mun,1st,R5,
2026-04,2026,[04] April,"Uson, Masbate",[1] Live,[A] Live,3rd,Mun,3rd,R5,v1
2026-04,2026,[04] April,"Vinzons, Camarines Norte",[1] Live,[A] Live,3rd,Mun,3rd,R5,v1
2026-04,2026,[04] April,"Virac, Catanduanes",[1] Live,[A] Live,1st,Mun,1st,R5,v1
2026-04,2026,[04] April,"Ajuy, Iloilo",[1] Live,[A] Live,2nd,Mun,2nd,R6,v1
2026-04,2026,[04] April,"Alimodian, Iloilo",[1] Live,[A] Live,3rd,Mun,3rd,R6,v1
2026-04,2026,[04] April,"Anilao, Iloilo",[1] Live,[A] Live,4th,Mun,4th,R6,v1
2026-04,2026,[04] April,"Anini-Y, Antique",[1] Live,[A] Live,4th,Mun,4th,R6,v1
2026-04,2026,[04] April,"Badiangan, Iloilo",[1] Live,[A] Live,4th,Mun,4th,R6,v1
2026-04,2026,[04] April,"Balasan, Iloilo",[1] Live,[A] Live,4th,Mun,4th,R6,v1
2026-04,2026,[04] April,"Balete, Aklan",[1] Live,[A] Live,4th,Mun,4th,R6,v1
2026-04,2026,[04] April,"Banate, Iloilo",[1] Live,[A] Live,4th,Mun,4th,R6,v1
2026-04,2026,[04] April,"Barbaza, Antique",[1] Live,[A] Live,4th,Mun,4th,R6,v1
2026-04,2026,[04] April,"Barotac Nuevo, Iloilo",[1] Live,[A] Live,2nd,Mun,2nd,R6,v1
2026-04,2026,[04] April,"Barotac Viejo, Iloilo",[1] Live,[A] Live,3rd,Mun,3rd,R6,v1
2026-04,2026,[04] April,"Batad, Iloilo",[1] Live,[A] Live,5th,Mun,5th,R6,v1
2026-04,2026,[04] April,"Belison, Antique",[1] Live,[A] Live,5th,Mun,5th,R6,v1
2026-04,2026,[04] April,"Bingawan, Iloilo",[1] Live,[A] Live,5th,Mun,5th,R6,v1
2026-04,2026,[04] April,"Buenavista, Guimaras",[8] Withdraw,[D] Withdraw,2nd,Mun,2nd,R6,
2026-04,2026,[04] April,"Bugasong, Antique",[1] Live,[A] Live,3rd,Mun,3rd,R6,v1
2026-04,2026,[04] April,"Buruanga, Aklan",[1] Live,[A] Live,5th,Mun,5th,R6,v1
2026-04,2026,[04] April,"Cabatuan, Iloilo",[1] Live,[A] Live,2nd,Mun,2nd,R6,v1
2026-04,2026,[04] April,"Calinog, Iloilo",[1] Live,[A] Live,1st,Mun,1st,R6,v1
2026-04,2026,[04] April,"Carles, Iloilo",[1] Live,[A] Live,2nd,Mun,2nd,R6,v1
2026-04,2026,[04] April,"City of Iloilo, Iloilo",[1] Live,[A] Live,1st,City,1st,R6,v1
2026-04,2026,[04] April,"City of Roxas, Capiz",[8] Withdraw,[D] Withdraw,3rd,City,3rd,R6,
2026-04,2026,[04] April,"Concepcion, Iloilo",[1] Live,[A] Live,3rd,Mun,3rd,R6,v1
2026-04,2026,[04] April,"Cuartero, Capiz",[1] Live,[A] Live,4th,Mun,4th,R6,v1
2026-04,2026,[04] April,"Dingle, Iloilo",[1] Live,[A] Live,3rd,Mun,3rd,R6,v1
2026-04,2026,[04] April,"Dueñas, Iloilo",[1] Live,[A] Live,4th,Mun,4th,R6,v1
2026-04,2026,[04] April,"Dumarao, Capiz",[1] Live,[A] Live,2nd,Mun,2nd,R6,v1
2026-04,2026,[04] April,"Guimbal, Iloilo",[1] Live,[A] Live,4th,Mun,4th,R6,v1
2026-04,2026,[04] April,"Hamtic, Antique",[1] Live,[A] Live,3rd,Mun,3rd,R6,v1
2026-04,2026,[04] April,"Igbaras, Iloilo",[1] Live,[A] Live,3rd,Mun,3rd,R6,v1
2026-04,2026,[04] April,"Ivisan, Capiz",[1] Live,[A] Live,4th,Mun,4th,R6,v1
2026-04,2026,[04] April,"Jamindan, Capiz",[1] Live,[A] Live,2nd,Mun,2nd,R6,v1
2026-04,2026,[04] April,"Janiuay, Iloilo",[1] Live,[A] Live,1st,Mun,1st,R6,v1
2026-04,2026,[04] April,"Jordan, Guimaras",[1] Live,[A] Live,3rd,Mun,3rd,R6,v1
2026-04,2026,[04] April,"Lambunao, Iloilo",[1] Live,[A] Live,1st,Mun,1st,R6,v1
2026-04,2026,[04] April,"Laua-An, Antique",[1] Live,[A] Live,4th,Mun,4th,R6,v1
2026-04,2026,[04] April,"Leganes, Iloilo",[1] Live,[A] Live,4th,Mun,4th,R6,v1
2026-04,2026,[04] April,"Leon, Iloilo",[1] Live,[A] Live,2nd,Mun,2nd,R6,v1
2026-04,2026,[04] April,"Lezo, Aklan",[1] Live,[A] Live,5th,Mun,5th,R6,v1
2026-04,2026,[04] April,"Libacao, Aklan",[1] Live,[A] Live,3rd,Mun,3rd,R6,v1
2026-04,2026,[04] April,"Libertad, Antique",[1] Live,[A] Live,5th,Mun,5th,R6,v1
2026-04,2026,[04] April,"Ma-Ayon, Capiz",[1] Live,[A] Live,3rd,Mun,3rd,R6,v1
2026-04,2026,[04] April,"Maasin, Iloilo",[1] Live,[A] Live,3rd,Mun,3rd,R6,v1
2026-04,2026,[04] April,"Madalag, Aklan",[1] Live,[A] Live,4th,Mun,4th,R6,v1
2026-04,2026,[04] April,"Makato, Aklan",[1] Live,[A] Live,4th,Mun,4th,R6,v1
2026-04,2026,[04] April,"Malay, Aklan",[1] Live,[A] Live,1st,Mun,1st,R6,v1
2026-04,2026,[04] April,"Malinao, Aklan",[1] Live,[A] Live,4th,Mun,4th,R6,v1
2026-04,2026,[04] April,"Mambusao, Capiz",[1] Live,[A] Live,3rd,Mun,3rd,R6,v1
2026-04,2026,[04] April,"Miagao, Iloilo",[1] Live,[A] Live,1st,Mun,1st,R6,v1
2026-04,2026,[04] April,"Mina, Iloilo",[1] Live,[A] Live,5th,Mun,5th,R6,v1
2026-04,2026,[04] April,"New Lucena, Iloilo",[1] Live,[A] Live,4th,Mun,4th,R6,v1
2026-04,2026,[04] April,"New Washington, Aklan",[1] Live,[A] Live,3rd,Mun,3rd,R6,v1
2026-04,2026,[04] April,"Numancia, Aklan",[1] Live,[A] Live,4th,Mun,4th,R6,v1
2026-04,2026,[04] April,"Oton, Iloilo",[1] Live,[A] Live,1st,Mun,1st,R6,v1
2026-04,2026,[04] April,"Panay, Capiz",[1] Live,[A] Live,3rd,Mun,3rd,R6,v1
2026-04,2026,[04] April,"Pandan, Antique",[1] Live,[A] Live,4th,Mun,4th,R6,v1
2026-04,2026,[04] April,"Panitan, Capiz",[1] Live,[A] Live,3rd,Mun,3rd,R6,v1
2026-04,2026,[04] April,"Patnongon, Antique",[1] Live,[A] Live,3rd,Mun,3rd,R6,v1
2026-04,2026,[04] April,"Pavia, Iloilo",[8] Withdraw,[D] Withdraw,2nd,Mun,2nd,R6,
2026-04,2026,[04] April,"Pilar, Capiz",[1] Live,[A] Live,3rd,Mun,3rd,R6,v1
2026-04,2026,[04] April,"Pontevedra, Capiz",[1] Live,[A] Live,3rd,Mun,3rd,R6,v1
2026-04,2026,[04] April,"Pototan, Iloilo",[1] Live,[A] Live,1st,Mun,1st,R6,v1
2026-04,2026,[04] April,"President Roxas, Capiz",[1] Live,[A] Live,4th,Mun,4th,R6,v1
2026-04,2026,[04] April,"San Joaquin, Iloilo",[1] Live,[A] Live,2nd,Mun,2nd,R6,v1
2026-04,2026,[04] April,"San Miguel, Iloilo",[1] Live,[A] Live,4th,Mun,4th,R6,v1
2026-04,2026,[04] April,"San Rafael, Iloilo",[8] Withdraw,[D] Withdraw,5th,Mun,5th,R6,
2026-04,2026,[04] April,"San Remigio, Antique",[1] Live,[A] Live,3rd,Mun,3rd,R6,v1
2026-04,2026,[04] April,"Santa Barbara, Iloilo",[1] Live,[A] Live,2nd,Mun,2nd,R6,v1
2026-04,2026,[04] April,"Sapi-An, Capiz",[1] Live,[A] Live,4th,Mun,4th,R6,v1
2026-04,2026,[04] April,"Sara, Iloilo",[1] Live,[A] Live,2nd,Mun,2nd,R6,v1
2026-04,2026,[04] April,"Sebaste, Antique",[1] Live,[A] Live,4th,Mun,4th,R6,v1
2026-04,2026,[04] April,"Sibalom, Antique",[1] Live,[A] Live,2nd,Mun,2nd,R6,v1
2026-04,2026,[04] April,"Sigma, Capiz",[8] Withdraw,[D] Withdraw,4th,Mun,4th,R6,
2026-04,2026,[04] April,"Tangalan, Aklan",[1] Live,[A] Live,5th,Mun,5th,R6,v1
2026-04,2026,[04] April,"Tapaz, Capiz",[1] Live,[A] Live,1st,Mun,1st,R6,v1
2026-04,2026,[04] April,"Tibiao, Antique",[1] Live,[A] Live,4th,Mun,4th,R6,v1
2026-04,2026,[04] April,"Tobias Fornier, Antique",[1] Live,[A] Live,4th,Mun,4th,R6,v1
2026-04,2026,[04] April,"Valderrama, Antique",[1] Live,[A] Live,4th,Mun,4th,R6,v1
2026-04,2026,[04] April,"Zarraga, Iloilo",[1] Live,[A] Live,4th,Mun,4th,R6,v1
2026-04,2026,[04] April,"Amlan, Negros Oriental",[1] Live,[A] Live,4th,Mun,4th,NIR,v1
2026-04,2026,[04] April,"Ayungon, Negros Oriental",[1] Live,[A] Live,2nd,Mun,2nd,NIR,v1
2026-04,2026,[04] April,"Bacong, Negros Oriental",[8] Withdraw,[D] Withdraw,4th,Mun,4th,NIR,
2026-04,2026,[04] April,"Basay, Negros Oriental",[1] Live,[A] Live,4th,Mun,4th,NIR,v1
2026-04,2026,[04] April,"Candoni, Negros Occidental",[1] Live,[A] Live,4th,Mun,4th,NIR,v1
2026-04,2026,[04] April,"City of Canlaon, Negros Oriental",[1] Live,[A] Live,4th,City,4th,NIR,v1
2026-04,2026,[04] April,"City of Dumaguete, Negros Oriental",[1] Live,[A] Live,3rd,City,3rd,NIR,v1
2026-04,2026,[04] April,"City of Escalante, Negros Occidental",[1] Live,[A] Live,4th,City,4th,NIR,v1
2026-04,2026,[04] April,"City of Guihulngan, Negros Oriental",[1] Live,[A] Live,5th,City,5th,NIR,v1
2026-04,2026,[04] April,"City of Himamaylan, Negros Occidental",[1] Live,[A] Live,3rd,City,3rd,NIR,v1
2026-04,2026,[04] April,"City of Kabankalan, Negros Occidental",[1] Live,[A] Live,1st,City,1st,NIR,v1
2026-04,2026,[04] April,"City of La Carlota, Negros Occidental",[1] Live,[A] Live,4th,City,4th,NIR,v1
2026-04,2026,[04] April,"City of Sagay, Negros Occidental",[1] Live,[A] Live,3rd,City,3rd,NIR,v1
2026-04,2026,[04] April,"City of Sipalay, Negros Occidental",[1] Live,[A] Live,4th,City,4th,NIR,v1
2026-04,2026,[04] April,"Dauin, Negros Oriental",[1] Live,[A] Live,4th,Mun,4th,NIR,v1
2026-04,2026,[04] April,"Enrique Villanueva, Siquijor",[1] Live,[A] Live,5th,Mun,5th,NIR,v1
2026-04,2026,[04] April,"Hinigaran, Negros Occidental",[1] Live,[A] Live,1st,Mun,1st,NIR,v1
2026-04,2026,[04] April,"Hinoba-an, Negros Occidental",[1] Live,[A] Live,1st,Mun,1st,NIR,v1
2026-04,2026,[04] April,"Jimalalud, Negros Oriental",[1] Live,[A] Live,4th,Mun,4th,NIR,v1
2026-04,2026,[04] April,"La Libertad, Negros Oriental",[1] Live,[A] Live,3rd,Mun,3rd,NIR,v1
2026-04,2026,[04] April,"Larena, Siquijor",[1] Live,[A] Live,5th,Mun,5th,NIR,v1
2026-04,2026,[04] April,"Lazi, Siquijor",[1] Live,[A] Live,4th,Mun,4th,NIR,v1
2026-04,2026,[04] April,"Mabinay, Negros Oriental",[1] Live,[A] Live,1st,Mun,1st,NIR,v1
2026-04,2026,[04] April,"Manapla, Negros Occidental",[1] Live,[A] Live,2nd,Mun,2nd,NIR,v1
2026-04,2026,[04] April,"Manjuyod, Negros Oriental",[2] UAT,[B] Developmental,2nd,Mun,2nd,NIR,v1
2026-04,2026,[04] April,"Maria, Siquijor",[1] Live,[A] Live,5th,Mun,5th,NIR,v1
2026-04,2026,[04] April,"Moises Padilla, Negros Occidental",[1] Live,[A] Live,3rd,Mun,3rd,NIR,v1
2026-04,2026,[04] April,"Pontevedra, Negros Occidental",[1] Live,[A] Live,3rd,Mun,3rd,NIR,v1
2026-04,2026,[04] April,"San Jose, Negros Oriental",[1] Live,[A] Live,5th,Mun,5th,NIR,v1
2026-04,2026,[04] April,"San Juan, Siquijor",[1] Live,[A] Live,5th,Mun,5th,NIR,v1
2026-04,2026,[04] April,"Siaton, Negros Oriental",[1] Live,[A] Live,1st,Mun,1st,NIR,v1
2026-04,2026,[04] April,"Sibulan, Negros Oriental",[1] Live,[A] Live,2nd,Mun,2nd,NIR,v1
2026-04,2026,[04] April,"Tayasan, Negros Oriental",[1] Live,[A] Live,3rd,Mun,3rd,NIR,v1
2026-04,2026,[04] April,"Valencia, Negros Oriental",[1] Live,[A] Live,1st,Mun,1st,NIR,v1
2026-04,2026,[04] April,"Vallehermoso, Negros Oriental",[1] Live,[A] Live,3rd,Mun,3rd,NIR,v1
2026-04,2026,[04] April,"Alcantara, Cebu",[1] Live,[A] Live,5th,Mun,5th,R7,v1
2026-04,2026,[04] April,"Alcoy, Cebu",[1] Live,[A] Live,5th,Mun,5th,R7,v1
2026-04,2026,[04] April,"Alegria, Cebu",[1] Live,[A] Live,4th,Mun,4th,R7,v1
2026-04,2026,[04] April,"Aloguinsan, Cebu",[1] Live,[A] Live,4th,Mun,4th,R7,v1
2026-04,2026,[04] April,"Anda, Bohol",[8] Withdraw,[D] Withdraw,5th,Mun,5th,R7,
2026-04,2026,[04] April,"Argao, Cebu",[1] Live,[A] Live,1st,Mun,1st,R7,v1
2026-04,2026,[04] April,"Baclayon, Bohol",[8] Withdraw,[D] Withdraw,4th,Mun,4th,R7,
2026-04,2026,[04] April,"Balamban, Cebu",[1] Live,[A] Live,1st,Mun,1st,R7,v1
2026-04,2026,[04] April,"Balilihan, Bohol",[8] Withdraw,[D] Withdraw,4th,Mun,4th,R7,
2026-04,2026,[04] April,"Boljoon, Cebu",[1] Live,[A] Live,5th,Mun,5th,R7,v1
2026-04,2026,[04] April,"Buenavista, Bohol",[1] Live,[A] Live,4th,Mun,4th,R7,v1
2026-04,2026,[04] April,"Candijay, Bohol",[6] With Concerns,[C] For Training/Others,4th,Mun,4th,R7,v1
2026-04,2026,[04] April,"Carmen, Bohol",[1] Live,[A] Live,1st,Mun,1st,R7,v1
2026-04,2026,[04] April,"Catmon, Cebu",[1] Live,[A] Live,4th,Mun,4th,R7,v1
2026-04,2026,[04] April,"City of Mandaue, Cebu",[1] Live,[A] Live,1st,City,1st,R7,v1
2026-04,2026,[04] April,"City of Talisay, Cebu",[8] Withdraw,[D] Withdraw,3rd,City,3rd,R7,
2026-04,2026,[04] April,"Compostela, Cebu",[1] Live,[A] Live,3rd,Mun,3rd,R7,v1
2026-04,2026,[04] April,"Consolacion, Cebu",[8] Withdraw,[D] Withdraw,1st,Mun,1st,R7,
2026-04,2026,[04] April,"Cordova, Cebu",[1] Live,[A] Live,3rd,Mun,3rd,R7,v1
2026-04,2026,[04] April,"Corella, Bohol",[1] Live,[A] Live,5th,Mun,5th,R7,v1
2026-04,2026,[04] April,"Cortes, Bohol",[2] UAT,[B] Developmental,5th,Mun,5th,R7,v1
2026-04,2026,[04] April,"Daanbantayan, Cebu",[1] Live,[A] Live,1st,Mun,1st,R7,v1
2026-04,2026,[04] April,"Danao, Bohol",[1] Live,[A] Live,4th,Mun,4th,R7,v1
