,,,"Nampicuan, Nueva Ecija",,,,,,,Not client
,,,"Norzagaray, Bulacan",,,,,,,Not client
,,,"Orion, Bataan",,,,,,,Not client
,,,"Palauig, Zambales",,,,,,,Not client
,,,"Pantabangan, Nueva Ecija",,,,,,,Not client
,,,"Peñaranda, Nueva Ecija",,,,,,,Not client
,,,"Plaridel, Bulacan",,,,,,,Not client
,,,"Porac, Pampanga",,,,,,,Not client
,,,"Pulilan, Bulacan",,,,,,,Not client
,,,"Ramos, Tarlac",,,,,,,Not client
,,,"San Antonio, Nueva Ecija",,,,,,,Not client
,,,"San Clemente, Tarlac",,,,,,,Not client
,,,"San Isidro, Nueva Ecija",,,,,,,Not client
,,,"San Jose City, Nueva Ecija",,,,,,,Not client
,,,"San Leonardo, Nueva Ecija",,,,,,,Not client
,,,"San Miguel, Bulacan",,,,,,,Not client
,,,"San Rafael, Bulacan",,,,,,,Not client
,,,"San Simon, Pampanga",,,,,,,Not client
,,,"Santa Ana, Pampanga",,,,,,,Not client
,,,"Santa Cruz, Zambales",,,,,,,Not client
,,,"Santa Maria, Bulacan",,,,,,,Not client
,,,"Santa Rita, Pampanga",,,,,,,Not client
,,,"Santa Rosa, Nueva Ecija",,,,,,,Not client
,,,"Sasmuan, Pampanga",,,,,,,Not client
,,,"Sto. Tomas, Pampanga",,,,,,,Not client
,,,"Talavera, Nueva Ecija",,,,,,,Not client
,,,"Victoria, Tarlac",,,,,,,Not client
,,,"Zaragoza, Nueva Ecija",,,,,,,Not client
,,,"Agdangan, Quezon",,,,,,,Not client
,,,"Alaminos, Laguna",,,,,,,Not client
,,,"Amadeo, Cavite",,,,,,,Not client
,,,"Angono, Rizal",,,,,,,Not client
,,,"Atimonan, Quezon",,,,,,,Not client
,,,"Balayan, Batangas",,,,,,,Not client
,,,"Balete, Batangas",,,,,,,Not client
,,,"Baras, Rizal",,,,,,,Not client
,,,"Batangas City, Batangas",,,,,,,Not client
,,,"Bauan, Batangas",,,,,,,Not client
,,,"Bay, Laguna",,,,,,,Not client
,,,"Binangonan, Rizal",,,,,,,Not client
,,,"Buenavista, Quezon",,,,,,,Not client
,,,"Burdeos, Quezon",,,,,,,Not client
,,,"Cainta, Rizal",,,,,,,Not client
,,,"Calatagan, Batangas",,,,,,,Not client
,,,"Candelaria, Quezon",,,,,,,Not client
,,,"Catanauan, Quezon",,,,,,,Not client
,,,"Cavinti, Laguna",,,,,,,Not client
,,,"City of Antipolo, Rizal",,,,,,,Not client
,,,"City of Bacoor, Cavite",,,,,,,Not client
,,,"City of Biñan, Laguna",,,,,,,Not client
,,,"City of Cabuyao, Laguna",,,,,,,Not client
,,,"City of Calaca, Batangas",,,,,,,Not client
,,,"City of Calamba, Laguna",,,,,,,Not client
,,,"City of Carmona, Cavite",,,,,,,Not client
,,,"City of Cavite, Cavite",,,,,,,Not client
,,,"City of Dasmariñas, Cavite",,,,,,,Not client
,,,"City of General Trias, Cavite",,,,,,,Not client
,,,"City of Imus, Cavite",,,,,,,Not client
,,,"City of Lipa, Batangas",,,,,,,Not client
,,,"City of Lucena, Quezon",,,,,,,Not client
,,,"City of San Pablo, Laguna",,,,,,,Not client
,,,"City of San Pedro, Laguna",,,,,,,Not client
,,,"City of Santa Rosa, Laguna",,,,,,,Not client
,,,"City of Sto. Tomas, Batangas",,,,,,,Not client
,,,"City of Tagaytay, Cavite",,,,,,,Not client
,,,"City of Tanauan, Batangas",,,,,,,Not client
,,,"City of Tayabas, Quezon",,,,,,,Not client
,,,"City of Trece Martires, Cavite",,,,,,,Not client
,,,"Cuenca, Batangas",,,,,,,Not client
,,,"Dolores, Quezon",,,,,,,Not client
,,,"Famy, Laguna",,,,,,,Not client
,,,"Gen. Mariano Alvarez, Cavite",,,,,,,Not client
,,,"General Emilio Aguinaldo, Cavite",,,,,,,Not client
,,,"General Luna, Quezon",,,,,,,Not client
,,,"General Nakar, Quezon",,,,,,,Not client
,,,"Guinayangan, Quezon",,,,,,,Not client
,,,"Ibaan, Batangas",,,,,,,Not client
,,,"Indang, Cavite",,,,,,,Not client
,,,"Jala-Jala, Rizal",,,,,,,Not client
,,,"Jomalig, Quezon",,,,,,,Not client
,,,"Kalayaan, Laguna",,,,,,,Not client
,,,"Kawit, Cavite",,,,,,,Not client
,,,"Lemery, Batangas",,,,,,,Not client
,,,"Lian, Batangas",,,,,,,Not client
,,,"Liliw, Laguna",,,,,,,Not client
,,,"Los Baños, Laguna",,,,,,,Not client
,,,"Lucban, Quezon",,,,,,,Not client
,,,"Luisiana, Laguna",,,,,,,Not client
,,,"Mabini, Batangas",,,,,,,Not client
,,,"Mabitac, Laguna",,,,,,,Not client
,,,"Macalelon, Quezon",,,,,,,Not client
,,,"Magdalena, Laguna",,,,,,,Not client
,,,"Majayjay, Laguna",,,,,,,Not client
,,,"Malvar, Batangas",,,,,,,Not client
,,,"Maragondon, Cavite",,,,,,,Not client
,,,"Mauban, Quezon",,,,,,,Not client
,,,"Mendez, Cavite",,,,,,,Not client
,,,"Morong, Rizal",,,,,,,Not client
,,,"Mulanay, Quezon",,,,,,,Not client
,,,"Nagcarlan, Laguna",,,,,,,Not client
,,,"Nasugbu, Batangas",,,,,,,Not client
,,,"Padre Burgos, Quezon",,,,,,,Not client
,,,"Padre Garcia, Batangas",,,,,,,Not client
,,,"Pagbilao, Quezon",,,,,,,Not client
,,,"Pagsanjan, Laguna",,,,,,,Not client
,,,"Pakil, Laguna",,,,,,,Not client
,,,"Pangil, Laguna",,,,,,,Not client
,,,"Panukulan, Quezon",,,,,,,Not client
,,,"Patnanungan, Quezon",,,,,,,Not client
,,,"Perez, Quezon",,,,,,,Not client
,,,"Pila, Laguna",,,,,,,Not client
,,,"Pililla, Rizal",,,,,,,Not client
,,,"Pitogo, Quezon",,,,,,,Not client
,,,"Plaridel, Quezon",,,,,,,Not client
,,,"Polillo, Quezon",,,,,,,Not client
,,,"Quezon, Quezon",,,,,,,Not client
,,,"Real, Quezon",,,,,,,Not client
,,,"Rodriguez, Rizal",,,,,,,Not client
,,,"Rosario, Batangas",,,,,,,Not client
,,,"Rosario, Cavite",,,,,,,Not client
,,,"San Andres, Quezon",,,,,,,Not client
,,,"San Antonio, Quezon",,,,,,,Not client
,,,"San Francisco, Quezon",,,,,,,Not client
,,,"San Jose, Batangas",,,,,,,Not client
,,,"San Juan, Batangas",,,,,,,Not client
,,,"San Luis, Batangas",,,,,,,Not client
,,,"San Mateo, Rizal",,,,,,,Not client
,,,"San Narciso, Quezon",,,,,,,Not client
,,,"Santa Cruz, Laguna",,,,,,,Not client
,,,"Santa Maria, Laguna",,,,,,,Not client
,,,"Sariaya, Quezon",,,,,,,Not client
,,,"Silang, Cavite",,,,,,,Not client
,,,"Taal, Batangas",,,,,,,Not client
,,,"Tagkawayan, Quezon",,,,,,,Not client
,,,"Tanay, Rizal",,,,,,,Not client
,,,"Taysan, Batangas",,,,,,,Not client
,,,"Taytay, Rizal",,,,,,,Not client
,,,"Teresa, Rizal",,,,,,,Not client
,,,"Ternate, Cavite",,,,,,,Not client
,,,"Tiaong, Quezon",,,,,,,Not client
,,,"Tingloy, Batangas",,,,,,,Not client
,,,"Tuy, Batangas",,,,,,,Not client
,,,"Unisan, Quezon",,,,,,,Not client
,,,"Victoria, Laguna",,,,,,,Not client
,,,"Agutaya, Palawan",,,,,,,Not client
,,,"Araceli, Palawan",,,,,,,Not client
,,,"Balabac, Palawan",,,,,,,Not client
,,,"Bansud, Oriental Mindoro",,,,,,,Not client
,,,"Bataraza, Palawan",,,,,,,Not client
,,,"Boac, Marinduque",,,,,,,Not client
,,,"Buenavista, Marinduque",,,,,,,Not client
,,,"Cagayancillo, Palawan",,,,,,,Not client
,,,"Cajidiocan, Romblon",,,,,,,Not client
,,,"City of Calapan, Oriental Mindoro",,,,,,,Not client
,,,"City of Puerto Princesa, Palawan",,,,,,,Not client
,,,"Concepcion, Romblon",,,,,,,Not client
,,,"Corcuera, Romblon",,,,,,,Not client
,,,"Cuyo, Palawan",,,,,,,Not client
,,,"Dumaran, Palawan",,,,,,,Not client
,,,"El Nido, Palawan",,,,,,,Not client
,,,"Gasan, Marinduque",,,,,,,Not client
,,,"Kalayaan, Palawan",,,,,,,Not client
,,,"Linapacan, Palawan",,,,,,,Not client
,,,"Magdiwang, Romblon",,,,,,,Not client
,,,"Magsaysay, Palawan",,,,,,,Not client
,,,"Mansalay, Oriental Mindoro",,,,,,,Not client
,,,"Mogpog, Marinduque",,,,,,,Not client
,,,"Odiongan, Romblon",,,,,,,Not client
,,,"Paluan, Occidental Mindoro",,,,,,,Not client
,,,"Pola, Oriental Mindoro",,,,,,,Not client
,,,"Puerto Galera, Oriental Mindoro",,,,,,,Not client
,,,"Romblon, Romblon",,,,,,,Not client
,,,"Roxas, Oriental Mindoro",,,,,,,Not client
,,,"Roxas, Palawan",,,,,,,Not client
,,,"San Agustin, Romblon",,,,,,,Not client
,,,"Santa Maria, Romblon",,,,,,,Not client
,,,"Sofronio Española, Palawan",,,,,,,Not client
,,,"Taytay, Palawan",,,,,,,Not client
,,,"Torrijos, Marinduque",,,,,,,Not client
,,,"Victoria, Oriental Mindoro",,,,,,,Not client
,,,"Aroroy, Masbate",,,,,,,Not client
,,,"Baao, Camarines Sur",,,,,,,Not client
,,,"Bagamanoc, Catanduanes",,,,,,,Not client
,,,"Baleno, Masbate",,,,,,,Not client
,,,"Balud, Masbate",,,,,,,Not client
,,,"Baras, Catanduanes",,,,,,,Not client
,,,"Bato, Camarines Sur",,,,,,,Not client
,,,"Bato, Catanduanes",,,,,,,Not client
,,,"Batuan, Masbate",,,,,,,Not client
,,,"Bombon, Camarines Sur",,,,,,,Not client
,,,"Buhi, Camarines Sur",,,,,,,Not client
,,,"Bula, Camarines Sur",,,,,,,Not client
,,,"Bulan, Sorsogon",,,,,,,Not client
,,,"Cabusao, Camarines Sur",,,,,,,Not client
,,,"Calabanga, Camarines Sur",,,,,,,Not client
,,,"Camaligan, Camarines Sur",,,,,,,Not client
,,,"Caramoan, Camarines Sur",,,,,,,Not client
,,,"Caramoran, Catanduanes",,,,,,,Not client
,,,"Casiguran, Sorsogon",,,,,,,Not client
,,,"Castilla, Sorsogon",,,,,,,Not client
,,,"City of Iriga, Camarines Sur",,,,,,,Not client
,,,"City of Legazpi, Albay",,,,,,,Not client
,,,"City of Ligao, Albay",,,,,,,Not client
,,,"City of Masbate, Masbate",,,,,,,Not client
,,,"City of Naga, Camarines Sur",,,,,,,Not client
,,,"City of Sorsogon, Sorsogon",,,,,,,Not client
,,,"City of Tabaco, Albay",,,,,,,Not client
,,,"Claveria, Masbate",,,,,,,Not client
,,,"Daet, Camarines Norte",,,,,,,Not client
,,,"Daraga, Albay",,,,,,,Not client
,,,"Del Gallego, Camarines Sur",,,,,,,Not client
,,,"Dimasalang, Masbate",,,,,,,Not client
,,,"Donsol, Sorsogon",,,,,,,Not client
,,,"Esperanza, Masbate",,,,,,,Not client
,,,"Gainza, Camarines Sur",,,,,,,Not client
,,,"Garchitorena, Camarines Sur",,,,,,,Not client
,,,"Gigmoto, Catanduanes",,,,,,,Not client
,,,"Goa, Camarines Sur",,,,,,,Not client
,,,"Gubat, Sorsogon",,,,,,,Not client
,,,"Guinobatan, Albay",,,,,,,Not client
,,,"Irosin, Sorsogon",,,,,,,Not client
,,,"Jose Panganiban, Camarines Norte",,,,,,,Not client
,,,"Jovellar, Albay",,,,,,,Not client
,,,"Juban, Sorsogon",,,,,,,Not client
,,,"Lagonoy, Camarines Sur",,,,,,,Not client
,,,"Libmanan, Camarines Sur",,,,,,,Not client
,,,"Lupi, Camarines Sur",,,,,,,Not client
,,,"Magallanes, Sorsogon",,,,,,,Not client
,,,"Magarao, Camarines Sur",,,,,,,Not client
,,,"Malilipot, Albay",,,,,,,Not client
,,,"Malinao, Albay",,,,,,,Not client
,,,"Manito, Albay",,,,,,,Not client
,,,"Matnog, Sorsogon",,,,,,,Not client
,,,"Mercedes, Camarines Norte",,,,,,,Not client
,,,"Milagros, Masbate",,,,,,,Not client
,,,"Milaor, Camarines Sur",,,,,,,Not client
,,,"Nabua, Camarines Sur",,,,,,,Not client
,,,"Oas, Albay",,,,,,,Not client
,,,"Ocampo, Camarines Sur",,,,,,,Not client
,,,"Palanas, Masbate",,,,,,,Not client
,,,"Pamplona, Camarines Sur",,,,,,,Not client
,,,"Pandan, Catanduanes",,,,,,,Not client
,,,"Pasacao, Camarines Sur",,,,,,,Not client
,,,"Pilar, Sorsogon",,,,,,,Not client
,,,"Pili, Camarines Sur",,,,,,,Not client
,,,"Pio Duran, Albay",,,,,,,Not client
,,,"Pio V. Corpus, Masbate",,,,,,,Not client
,,,"Placer, Masbate",,,,,,,Not client
,,,"Polangui, Albay",,,,,,,Not client
,,,"Presentacion, Camarines Sur",,,,,,,Not client
,,,"Prieto Diaz, Sorsogon",,,,,,,Not client
,,,"Rapu-Rapu, Albay",,,,,,,Not client
,,,"Sagñay, Camarines Sur",,,,,,,Not client
,,,"San Andres, Catanduanes",,,,,,,Not client
,,,"San Fernando, Camarines Sur",,,,,,,Not client
,,,"San Fernando, Masbate",,,,,,,Not client
,,,"San Jacinto, Masbate",,,,,,,Not client
,,,"San Lorenzo Ruiz, Camarines Norte",,,,,,,Not client
,,,"San Miguel, Catanduanes",,,,,,,Not client
,,,"San Pascual, Masbate",,,,,,,Not client
,,,"San Vicente, Camarines Norte",,,,,,,Not client
,,,"Santa Elena, Camarines Norte",,,,,,,Not client
,,,"Santa Magdalena, Sorsogon",,,,,,,Not client
,,,"Santo Domingo, Albay",,,,,,,Not client
,,,"Sipocot, Camarines Sur",,,,,,,Not client
,,,"Siruma, Camarines Sur",,,,,,,Not client
,,,"Talisay, Camarines Norte",,,,,,,Not client
,,,"Tigaon, Camarines Sur",,,,,,,Not client
,,,"Tinambac, Camarines Sur",,,,,,,Not client
,,,"Tiwi, Albay",,,,,,,Not client
,,,"Uson, Masbate",,,,,,,Not client
,,,"Viga, Catanduanes",,,,,,,Not client
,,,"Vinzons, Camarines Norte",,,,,,,Not client
,,,"Ajuy, Iloilo",,,,,,,Not client
,,,"Altavas, Aklan",,,,,,,Not client
,,,"Anini-Y, Antique",,,,,,,Not client
,,,"Badiangan, Iloilo",,,,,,,Not client
,,,"Balasan, Iloilo",,,,,,,Not client
,,,"Banga, Aklan",,,,,,,Not client
,,,"Barotac Viejo, Iloilo",,,,,,,Not client
,,,"Batan, Aklan",,,,,,,Not client
,,,"Buenavista, Guimaras",,,,,,,Not client
,,,"Bugasong, Antique",,,,,,,Not client
,,,"Caluya, Antique",,,,,,,Not client
,,,"City of Roxas, Capiz",,,,,,,Not client
,,,"Culasi, Antique",,,,,,,Not client
,,,"Dao, Capiz",,,,,,,Not client
,,,"Dingle, Iloilo",,,,,,,Not client
,,,"Dumalag, Capiz",,,,,,,Not client
,,,"Dumangas, Iloilo",,,,,,,Not client
,,,"Estancia, Iloilo",,,,,,,Not client
,,,"Hamtic, Antique",,,,,,,Not client
,,,"Ibajay, Aklan",,,,,,,Not client
,,,"Igbaras, Iloilo",,,,,,,Not client
,,,"Ivisan, Capiz",,,,,,,Not client
,,,"Janiuay, Iloilo",,,,,,,Not client
,,,"Jordan, Guimaras",,,,,,,Not client
,,,"Kalibo, Aklan",,,,,,,Not client
,,,"Laua-An, Antique",,,,,,,Not client
,,,"Lemery, Iloilo",,,,,,,Not client
,,,"Libacao, Aklan",,,,,,,Not client
,,,"Madalag, Aklan",,,,,,,Not client
,,,"Makato, Aklan",,,,,,,Not client
,,,"Malay, Aklan",,,,,,,Not client
,,,"Miagao, Iloilo",,,,,,,Not client
,,,"Nabas, Aklan",,,,,,,Not client
,,,"Nueva Valencia, Guimaras",,,,,,,Not client
,,,"Numancia, Aklan",,,,,,,Not client
,,,"Panay, Capiz",,,,,,,Not client
,,,"Patnongon, Antique",,,,,,,Not client
,,,"Pavia, Iloilo",,,,,,,Not client
,,,"Pilar, Capiz",,,,,,,Not client
,,,"Pontevedra, Capiz",,,,,,,Not client
,,,"President Roxas, Capiz",,,,,,,Not client
,,,"San Dionisio, Iloilo",,,,,,,Not client
,,,"San Enrique, Iloilo",,,,,,,Not client
,,,"San Jose, Antique",,,,,,,Not client
,,,"San Lorenzo, Guimaras",,,,,,,Not client
,,,"San Rafael, Iloilo",,,,,,,Not client
,,,"Sibunag, Guimaras",,,,,,,Not client
,,,"Sigma, Capiz",,,,,,,Not client
,,,"Tobias Fornier, Antique",,,,,,,Not client
,,,"Tubungan, Iloilo",,,,,,,Not client
,,,"Alburquerque, Bohol",,,,,,,Not client
,,,"Alicia, Bohol",,,,,,,Not client
,,,"Anda, Bohol",,,,,,,Not client
,,,"Antequera, Bohol",,,,,,,Not client
,,,"Asturias, Cebu",,,,,,,Not client
,,,"Baclayon, Bohol",,,,,,,Not client
,,,"Badian, Cebu",,,,,,,Not client
,,,"Balilihan, Bohol",,,,,,,Not client
,,,"Bantayan, Cebu",,,,,,,Not client
,,,"Barili, Cebu",,,,,,,Not client
,,,"Batuan, Bohol",,,,,,,Not client
,,,"Bien Unido, Bohol",,,,,,,Not client
,,,"Bilar, Bohol",,,,,,,Not client
,,,"Boljoon, Cebu",,,,,,,Not client
,,,"Borbon, Cebu",,,,,,,Not client
,,,"Buenavista, Bohol",,,,,,,Not client
,,,"Calape, Bohol",,,,,,,Not client
,,,"Candijay, Bohol",,,,,,,Not client
,,,"Carmen, Bohol",,,,,,,Not client
,,,"Carmen, Cebu",,,,,,,Not client
,,,"Catigbian, Bohol",,,,,,,Not client
,,,"City of Bogo, Cebu",,,,,,,Not client
,,,"City of Carcar, Cebu",,,,,,,Not client
,,,"City of Cebu, Cebu",,,,,,,Not client
,,,"City of Lapu-Lapu, Cebu",,,,,,,Not client
,,,"City of Mandaue, Cebu",,,,,,,Not client
,,,"City of Naga, Cebu",,,,,,,Not client
,,,"City of Tagbilaran, Bohol",,,,,,,Not client
,,,"City of Talisay, Cebu",,,,,,,Not client
,,,"City of Toledo, Cebu",,,,,,,Not client
,,,"Clarin, Bohol",,,,,,,Not client
,,,"Compostela, Cebu",,,,,,,Not client
,,,"Consolacion, Cebu",,,,,,,Not client
,,,"Cortes, Bohol",,,,,,,Not client
,,,"Dagohoy, Bohol",,,,,,,Not client
,,,"Dalaguete, Cebu",,,,,,,Not client
,,,"Danao City, Cebu",,,,,,,Not client
,,,"Danao, Bohol",,,,,,,Not client
,,,"Dauis, Bohol",,,,,,,Not client
,,,"Dimiao, Bohol",,,,,,,Not client
,,,"Duero, Bohol",,,,,,,Not client
,,,"Dumanjug, Cebu",,,,,,,Not client
,,,"Garcia Hernandez, Bohol",,,,,,,Not client
,,,"Getafe, Bohol",,,,,,,Not client
,,,"Guindulman, Bohol",,,,,,,Not client
,,,"Inabanga, Bohol",,,,,,,Not client
,,,"Jagna, Bohol",,,,,,,Not client
,,,"Lila, Bohol",,,,,,,Not client
,,,"Liloan, Cebu",,,,,,,Not client
,,,"Loboc, Bohol",,,,,,,Not client
,,,"Loon, Bohol",,,,,,,Not client
,,,"Mabini, Bohol",,,,,,,Not client
,,,"Maribojoc, Bohol",,,,,,,Not client
,,,"Medellin, Cebu",,,,,,,Not client
,,,"Minglanilla, Cebu",,,,,,,Not client
,,,"Moalboal, Cebu",,,,,,,Not client
,,,"Oslob, Cebu",,,,,,,Not client
,,,"Panglao, Bohol",,,,,,,Not client
,,,"Pilar, Bohol",,,,,,,Not client
,,,"Pilar, Cebu",,,,,,,Not client
,,,"President Carlos P. Garcia, Bohol",,,,,,,Not client
,,,"Ronda, Cebu",,,,,,,Not client
,,,"Sagbayan, Bohol",,,,,,,Not client
,,,"Samboan, Cebu",,,,,,,Not client
,,,"San Fernando, Cebu",,,,,,,Not client
,,,"San Francisco, Cebu",,,,,,,Not client
,,,"San Isidro, Bohol",,,,,,,Not client
,,,"San Miguel, Bohol",,,,,,,Not client
,,,"Santa Fe, Cebu",,,,,,,Not client
,,,"Santander, Cebu",,,,,,,Not client
,,,"Sibonga, Cebu",,,,,,,Not client
,,,"Sierra Bullones, Bohol",,,,,,,Not client
,,,"Sikatuna, Bohol",,,,,,,Not client
,,,"Tabogon, Cebu",,,,,,,Not client
,,,"Tabuelan, Cebu",,,,,,,Not client
,,,"Talibon, Bohol",,,,,,,Not client
,,,"Trinidad, Bohol",,,,,,,Not client
,,,"Tubigon, Bohol",,,,,,,Not client
,,,"Ubay, Bohol",,,,,,,Not client
,,,"Valencia, Bohol",,,,,,,Not client
,,,"Abuyog, Leyte",,,,,,,Not client
,,,"Alangalang, Leyte",,,,,,,Not client
,,,"Allen, Northern Samar",,,,,,,Not client
,,,"Almagro, Samar",,,,,,,Not client
,,,"Almeria, Biliran",,,,,,,Not client
,,,"Arteche, Eastern Samar",,,,,,,Not client
,,,"Babatngon, Leyte",,,,,,,Not client
,,,"Balangiga, Eastern Samar",,,,,,,Not client
,,,"Basey, Samar",,,,,,,Not client
,,,"Bato, Leyte",,,,,,,Not client
,,,"Biri, Northern Samar",,,,,,,Not client
,,,"Bontoc, Southern Leyte",,,,,,,Not client
,,,"Burauen, Leyte",,,,,,,Not client
,,,"Caibiran, Biliran",,,,,,,Not client
,,,"Calbiga, Samar",,,,,,,Not client
,,,"Capoocan, Leyte",,,,,,,Not client
,,,"Capul, Northern Samar",,,,,,,Not client
,,,"Carigara, Leyte",,,,,,,Not client
,,,"Catarman, Northern Samar",,,,,,,Not client
,,,"City of Baybay, Leyte",,,,,,,Not client
,,,"City of Calbayog, Samar",,,,,,,Not client
,,,"City of Tacloban, Leyte",,,,,,,Not client
,,,"Culaba, Biliran",,,,,,,Not client
,,,"Dagami, Leyte",,,,,,,Not client
,,,"Dulag, Leyte",,,,,,,Not client
,,,"General Macarthur, Eastern Samar",,,,,,,Not client
,,,"Giporlos, Eastern Samar",,,,,,,Not client
,,,"Hernani, Eastern Samar",,,,,,,Not client
,,,"Hilongos, Leyte",,,,,,,Not client
,,,"Hinabangan, Samar",,,,,,,Not client
,,,"Hindang, Leyte",,,,,,,Not client
,,,"Isabel, Leyte",,,,,,,Not client
,,,"Jaro, Leyte",,,,,,,Not client
,,,"Javier, Leyte",,,,,,,Not client
,,,"Jipapad, Eastern Samar",,,,,,,Not client
,,,"Julita, Leyte",,,,,,,Not client
,,,"La Paz, Leyte",,,,,,,Not client
,,,"Laoang, Northern Samar",,,,,,,Not client
,,,"Las Navas, Northern Samar",,,,,,,Not client
,,,"Llorente, Eastern Samar",,,,,,,Not client
,,,"Macarthur, Leyte",,,,,,,Not client
,,,"Mapanas, Northern Samar",,,,,,,Not client
,,,"Marabut, Samar",,,,,,,Not client
,,,"Maripipi, Biliran",,,,,,,Not client
,,,"Maslog, Eastern Samar",,,,,,,Not client
,,,"Matuguinao, Samar",,,,,,,Not client
,,,"Mayorga, Leyte",,,,,,,Not client
,,,"Mercedes, Eastern Samar",,,,,,,Not client
,,,"Mondragon, Northern Samar",,,,,,,Not client
,,,"Ormoc City, Leyte",,,,,,,Not client
,,,"Pagsanghan, Samar",,,,,,,Not client
,,,"Palo, Leyte",,,,,,,Not client
,,,"Palompon, Leyte",,,,,,,Not client
,,,"Pambujan, Northern Samar",,,,,,,Not client
,,,"Pinabacdao, Samar",,,,,,,Not client
,,,"Rosario, Northern Samar",,,,,,,Not client
,,,"Saint Bernard, Southern Leyte",,,,,,,Not client
,,,"San Isidro, Leyte",,,,,,,Not client
,,,"San Isidro, Northern Samar",,,,,,,Not client
,,,"San Jorge, Samar",,,,,,,Not client
,,,"San Jose De Buan, Samar",,,,,,,Not client
,,,"San Jose, Northern Samar",,,,,,,Not client
,,,"San Policarpo, Eastern Samar",,,,,,,Not client
,,,"San Sebastian, Samar",,,,,,,Not client
,,,"San Vicente, Northern Samar",,,,,,,Not client
,,,"Santa Rita, Samar",,,,,,,Not client
,,,"Santo Niño, Samar",,,,,,,Not client
,,,"Silvino Lobos, Northern Samar",,,,,,,Not client
,,,"Tabango, Leyte",,,,,,,Not client
,,,"Taft, Eastern Samar",,,,,,,Not client
,,,"Tagapul-An, Samar",,,,,,,Not client
,,,"Talalora, Samar",,,,,,,Not client
,,,"Tanauan, Leyte",,,,,,,Not client
,,,"Tolosa, Leyte",,,,,,,Not client
,,,"Tunga, Leyte",,,,,,,Not client
,,,"Villaba, Leyte",,,,,,,Not client
,,,"Alicia, Zamboanga Sibugay",,,,,,,Not client
,,,"Aurora, Zamboanga del Sur",,,,,,,Not client
,,,"Baliguian, Zamboanga del Norte",,,,,,,Not client
,,,"Bayog, Zamboanga del Sur",,,,,,,Not client
,,,"Buug, Zamboanga Sibugay",,,,,,,Not client
,,,"City of Dapitan, Zamboanga del Norte",,,,,,,Not client
,,,"City of Dipolog, Zamboanga del Norte",,,,,,,Not client
,,,"City of Pagadian, Zamboanga del Sur",,,,,,,Not client
,,,"City of Zamboanga, Zamboanga del Sur",,,,,,,Not client
,,,"Dinas, Zamboanga del Sur",,,,,,,Not client
,,,"Dumingag, Zamboanga del Sur",,,,,,,Not client
,,,"Godod, Zamboanga del Norte",,,,,,,Not client
,,,"Imelda, Zamboanga Sibugay",,,,,,,Not client
,,,"Ipil, Zamboanga Sibugay",,,,,,,Not client
,,,"Jose Dalman, Zamboanga del Norte",,,,,,,Not client
,,,"Kalawit, Zamboanga del Norte",,,,,,,Not client
,,,"Katipunan, Zamboanga del Norte",,,,,,,Not client
,,,"Kumalarang, Zamboanga del Sur",,,,,,,Not client
,,,"La Libertad, Zamboanga del Norte",,,,,,,Not client
,,,"Labangan, Zamboanga del Sur",,,,,,,Not client
,,,"Lakewood, Zamboanga del Sur",,,,,,,Not client
,,,"Lapuyan, Zamboanga del Sur",,,,,,,Not client
,,,"Liloy, Zamboanga del Norte",,,,,,,Not client
,,,"Mabuhay, Zamboanga Sibugay",,,,,,,Not client
,,,"Malangas, Zamboanga Sibugay",,,,,,,Not client
,,,"Manukan, Zamboanga del Norte",,,,,,,Not client
,,,"Margosatubig, Zamboanga del Sur",,,,,,,Not client
,,,"Midsalip, Zamboanga del Sur",,,,,,,Not client
,,,"Mutia, Zamboanga del Norte",,,,,,,Not client
,,,"Naga, Zamboanga Sibugay",,,,,,,Not client
,,,"Olutanga, Zamboanga Sibugay",,,,,,,Not client
,,,"Payao, Zamboanga Sibugay",,,,,,,Not client
,,,"Piñan, Zamboanga del Norte",,,,,,,Not client
,,,"Pitogo, Zamboanga del Sur",,,,,,,Not client
,,,"Pres. Manuel A. Roxas, Zamboanga del Norte",,,,,,,Not client
,,,"Rizal, Zamboanga del Norte",,,,,,,Not client
,,,"Roseller Lim, Zamboanga Sibugay",,,,,,,Not client
,,,"San Miguel, Zamboanga del Sur",,,,,,,Not client
,,,"Sergio Osmeña Sr., Zamboanga del Norte",,,,,,,Not client
,,,"Siay, Zamboanga Sibugay",,,,,,,Not client
,,,"Sibuco, Zamboanga del Norte",,,,,,,Not client
,,,"Sibutad, Zamboanga del Norte",,,,,,,Not client
,,,"Siocon, Zamboanga del Norte",,,,,,,Not client
,,,"Sirawai, Zamboanga del Norte",,,,,,,Not client
,,,"Sominot, Zamboanga del Sur",,,,,,,Not client
,,,"Tabina, Zamboanga del Sur",,,,,,,Not client
,,,"Talusan, Zamboanga Sibugay",,,,,,,Not client
,,,"Titay, Zamboanga Sibugay",,,,,,,Not client
,,,"Tukuran, Zamboanga del Sur",,,,,,,Not client
