ID,,REPORTING PERIOD,,MONTHLY UTILIZATION STATUS,,,,,,,,LGU PROFILE,,,,,,,,
REPORT,PERIOD,YEAR,MONTH,LGU FULL NAME,MONTHLY STATUS,PROGRESS RATE,CONCERNS,ACTION ITEMS,OTHER REMARKS,UNIVERSAL STATUS,MPAR,GEOCODE,C/M,PROVINCE,REGION,DISTRICT,LEVEL,INCOME CLASS,DICT RO,SORT
[2024-12] 01-029-22-000,2024-12,2024,[12] December,"Santa, Ilocos Sur",[1] Operational,,,,,[A] Operational,A,01-029-22-000,Santa,Ilocos Sur,Region I (Ilocos Region),2nd,Municipality,4th,R1,C
[2024-12] 16-002-10-000,2024-12,2024,[12] December,"Santiago, Agusan del Norte",[1] Operational,,,,,[A] Operational,A,16-002-10-000,Santiago,Agusan del Norte,Region XIII (Caraga),2nd ,Municipality,4th,R13,O
[2024-12] 01-029-27-000,2024-12,2024,[12] December,"Santiago, Ilocos Sur",[1] Operational,,,,,[A] Operational,B,01-029-27-000,Santiago,Ilocos Sur,Region I (Ilocos Region),2nd,Municipality,4th,R1,C
[2024-12] 05-005-16-000,2024-12,2024,[12] December,"Santo Domingo, Albay",[1] Operational,,,,,[A] Operational,B,05-005-16-000,Santo Domingo,Albay,Region V (Bicol Region),1st,Municipality,4th,R5,H
[2024-12] 01-029-28-000,2024-12,2024,[12] December,"Santo Domingo, Ilocos Sur",[1] Operational,,,,,[A] Operational,A,01-029-28-000,Santo Domingo,Ilocos Sur,Region I (Ilocos Region),1st,Municipality,3rd,R1,C
[2024-12] 03-049-29-000,2024-12,2024,[12] December,"Santo Domingo, Nueva Ecija",[1] Operational,,,,,[A] Operational,A,03-049-29-000,Santo Domingo,Nueva Ecija,Region III (Central Luzon),1st,Municipality,3rd,R3,E
[2024-12] 02-015-26-000,2024-12,2024,[12] December,"Santo Niño, Cagayan",[1] Operational,,,,,[A] Operational,A,02-015-26-000,Santo Niño,Cagayan,Region II (Cagayan Valley),2nd,Municipality,2nd,R2,D
[2024-12] 02-031-36-000,2024-12,2024,[12] December,"Santo Tomas, Isabela",[1] Operational,,,,,[A] Operational,B,02-031-36-000,Santo Tomas,Isabela,Region II (Cagayan Valley),1st,Municipality,4th,R2,D
[2024-12] 01-033-17-000,2024-12,2024,[12] December,"Santo Tomas, La Union",[1] Operational,,,,,[A] Operational,A,01-033-17-000,Santo Tomas,La Union,Region I (Ilocos Region),2nd,Municipality,4th,R1,C
[2024-12] 01-055-40-000,2024-12,2024,[12] December,"Santo Tomas, Pangasinan",[1] Operational,,,,,[A] Operational,B,01-055-40-000,Santo Tomas,Pangasinan,Region I (Ilocos Region),5th,Municipality,5th,R1,C
[2024-12] 01-033-18-000,2024-12,2024,[12] December,"Santol, La Union",[1] Operational,,,,,[A] Operational,B,01-033-18-000,Santol,La Union,Region I (Ilocos Region),1st,Municipality,4th,R1,C
[2024-12] 10-042-13-000,2024-12,2024,[12] December,"Sapang Dalaga, Misamis Occidental",[1] Operational,,,,,[A] Operational,B,10-042-13-000,Sapang Dalaga,Misamis Occidental,Region X (Northern Mindanao),1st ,Municipality,5th*,R10,N
[2024-12] 06-019-15-000,2024-12,2024,[12] December,"Sapi-An, Capiz",[1] Operational,,,,,[A] Operational,A,06-019-15-000,Sapi-An,Capiz,Region VI (Western Visayas),2nd,Municipality,4th,R6,I
[2024-12] 06-030-44-000,2024-12,2024,[12] December,"Sara, Iloilo",[1] Operational,,,,,[A] Operational,A,06-030-44-000,Sara,Iloilo,Region VI (Western Visayas),5th,Municipality,2nd,R6,I
[2024-12] 01-028-21-000,2024-12,2024,[12] December,"Sarrat, Ilocos Norte",[1] Operational,,,,,[A] Operational,A,01-028-21-000,Sarrat,Ilocos Norte,Region I (Ilocos Region),2nd,Municipality,4th,R1,C
[2024-12] 03-054-22-000,2024-12,2024,[12] December,"Sasmuan, Pampanga",[1] Operational,,,,,[A] Operational,B,03-054-22-000,Sasmuan,Pampanga,Region III (Central Luzon),4th,Municipality,4th,R3,E
[2024-12] 06-006-15-000,2024-12,2024,[12] December,"Sebaste, Antique",[1] Operational,,,,,[A] Operational,A,06-006-15-000,Sebaste,Antique,Region VI (Western Visayas),Lone,Municipality,4th,R6,I
[2024-12] 12-065-12-000,2024-12,2024,[12] December,"Sen. Ninoy Aquino, Sultan Kudarat",[1] Operational,,,,,[A] Operational,A,12-065-12-000,Sen. Ninoy Aquino,Sultan Kudarat,Region XII (SOCCSKSARGEN),2nd ,Municipality,3rd,R12,Q
[2024-12] 07-012-39-000,2024-12,2024,[12] December,"Sevilla, Bohol",[1] Operational,,,,,[A] Operational,B,07-012-39-000,Sevilla,Bohol,Region VII (Central Visayas),3rd ,Municipality,5th,R7,J
[2024-12] 19-088-20-000,2024-12,2024,[12] December,"Shariff Aguak, Maguindanao del Sur",[1] Operational,,,,,[A] Operational,B,19-088-20-000,Shariff Aguak,Maguindanao del Sur,Bangsamoro Autonomous Region In Muslim Mindanao (BARMM),Lone ,Municipality,2nd,BARMM II,R
[2024-12] 07-046-19-000,2024-12,2024,[12] December,"Siaton, Negros Oriental",[1] Operational,,,,,[A] Operational,B,07-046-19-000,Siaton,Negros Oriental,Region VII (Central Visayas),3rd ,Municipality,1st,R7,J
[2024-12] 03-054-21-000,2024-12,2024,[12] December,"Sto. Tomas, Pampanga",[2] Pilot Testing,10%,,,,[B] Developmental,B,03-054-21-000,Sto. Tomas,Pampanga,Region III (Central Luzon),2nd,Municipality,4th,R3,E
[2024-12] 09-083-13-000,2024-12,2024,[12] December,"Siay, Zamboanga Sibugay",[1] Operational,,,,,[A] Operational,B,09-083-13-000,Siay,Zamboanga Sibugay,Region IX (Zamboanga Peninsula),2nd,Municipality,2nd,R9,L
[2024-12] 09-072-15-000,2024-12,2024,[12] December,"Siayan, Zamboanga del Norte",[1] Operational,,,,,[A] Operational,A,09-072-15-000,Siayan,Zamboanga del Norte,Region IX (Zamboanga Peninsula),2nd,Municipality,2nd,R9,L
[2024-12] 06-006-16-000,2024-12,2024,[12] December,"Sibalom, Antique",[1] Operational,,,,,[A] Operational,A,06-006-16-000,Sibalom,Antique,Region VI (Western Visayas),Lone,Municipality,2nd,R6,I
[2024-12] 07-046-20-000,2024-12,2024,[12] December,"Sibulan, Negros Oriental",[1] Operational,,,,,[A] Operational,A,07-046-20-000,Sibulan,Negros Oriental,Region VII (Central Visayas),2nd ,Municipality,2nd,R7,J
[2024-12] 09-072-17-000,2024-12,2024,[12] December,"Sibutad, Zamboanga del Norte",[1] Operational,,,,,[A] Operational,A,09-072-17-000,Sibutad,Zamboanga del Norte,Region IX (Zamboanga Peninsula),1st,Municipality,5th,R9,L
[2024-12] 08-064-16-000,2024-12,2024,[12] December,"Silago, Southern Leyte",[1] Operational,,,,Normal Operations,[A] Operational,A,08-064-16-000,Silago,Southern Leyte,Region VIII (Eastern Visayas),2nd,Municipality,4th,R8,K
[2024-12] 10-042-14-000,2024-12,2024,[12] December,"Sinacaban, Misamis Occidental",[1] Operational,,,,,[A] Operational,A,10-042-14-000,Sinacaban,Misamis Occidental,Region X (Northern Mindanao),2nd ,Municipality,5th,R10,N
[2024-12] 01-029-30-000,2024-12,2024,[12] December,"Sinait, Ilocos Sur",[1] Operational,,,,,[A] Operational,A,01-029-30-000,Sinait,Ilocos Sur,Region I (Ilocos Region),1st,Municipality,3rd,R1,C
[2024-12] 09-072-18-000,2024-12,2024,[12] December,"Sindangan, Zamboanga del Norte",[1] Operational,,,,,[A] Operational,A,09-072-18-000,Sindangan,Zamboanga del Norte,Region IX (Zamboanga Peninsula),2nd,Municipality,1st,R9,L
[2024-12] 10-013-01-000,2024-12,2024,[12] December,"Baungon, Bukidnon",[8] Withdraw,,,,Will avail eLGU instead,[D] Withdraw,B,10-013-01-000,Baungon,Bukidnon,Region X (Northern Mindanao),1st ,Municipality,2nd,R10,N
[2024-12] 04-034-29-000,2024-12,2024,[12] December,"Siniloan, Laguna",[1] Operational,,,,,[A] Operational,A,04-034-29-000,Siniloan,Laguna,Region IV-A (CALABARZON),4th,Municipality,2nd,R4A,F
[2024-12] 01-055-41-000,2024-12,2024,[12] December,"Sison, Pangasinan",[1] Operational,,,,,[A] Operational,A,01-055-41-000,Sison,Pangasinan,Region I (Ilocos Region),5th,Municipality,3rd,R1,C
[2024-12] 16-067-22-000,2024-12,2024,[12] December,"Sison, Surigao del Norte",[1] Operational,,,,,[A] Operational,A,16-067-22-000,Sison,Surigao del Norte,Region XIII (Caraga),2nd ,Municipality,5th,R13,O
[2024-12] 17-052-14-000,2024-12,2024,[12] December,"Socorro, Oriental Mindoro",[1] Operational,,,,,[A] Operational,A,17-052-14-000,Socorro,Oriental Mindoro,MIMAROPA Region,1st ,Municipality,3rd,R4B,G
[2024-12] 16-067-23-000,2024-12,2024,[12] December,"Socorro, Surigao del Norte",[1] Operational,,,,,[A] Operational,A,16-067-23-000,Socorro,Surigao del Norte,Region XIII (Caraga),1st ,Municipality,4th,R13,O
[2024-12] 10-309-00-000,2024-12,2024,[12] December,"City of Iligan, Lanao del Norte",[7] To Follow-up,82%,Still 82% DBU. LGU adopted eTracs  System and used it during ARTA Validation.,For confirmation of withdrawal,LGU still did not submit withdrawal after follow-up,[C] For Training/Others,B,10-309-00-000,City of Iligan,Lanao del Norte,Region X (Northern Mindanao),Lone,City,1st* (reclass 2005),R10,N
[2024-12] 07-022-47-000,2024-12,2024,[12] December,"Sogod, Cebu",[1] Operational,,,,,[A] Operational,A,07-022-47-000,Sogod,Cebu,Region VII (Central Visayas),5th ,Municipality,4th*,R7,J
[2024-12] 08-064-17-000,2024-12,2024,[12] December,"Sogod, Southern Leyte",[1] Operational,,,,Normal Operations,[A] Operational,A,08-064-17-000,Sogod,Southern Leyte,Region VIII (Eastern Visayas),2nd,Municipality,2nd,R8,K
[2024-12] 02-015-27-000,2024-12,2024,[12] December,"Solana, Cagayan",[1] Operational,,,,,[A] Operational,A,02-015-27-000,Solana,Cagayan,Region II (Cagayan Valley),3rd,Municipality,1st,R2,D
[2024-12] 01-028-22-000,2024-12,2024,[12] December,"Solsona, Ilocos Norte",[1] Operational,,,,,[A] Operational,A,01-028-22-000,Solsona,Ilocos Norte,Region I (Ilocos Region),2nd,Municipality,3rd,R1,C
[2024-12] 03-071-14-000,2024-12,2024,[12] December,"Subic, Zambales",[1] Operational,,,,,[A] Operational,B,03-071-14-000,Subic,Zambales,Region III (Central Luzon),1st,Municipality,1st,R3,E
[2024-12] 01-033-19-000,2024-12,2024,[12] December,"Sudipen, La Union",[1] Operational,,,,,[A] Operational,B,01-033-19-000,Sudipen,La Union,Region I (Ilocos Region),1st,Municipality,4th,R1,C
[2024-12] 10-043-23-000,2024-12,2024,[12] December,"Sugbongcogon, Misamis Oriental",[1] Operational,,,,,[A] Operational,A,10-043-23-000,Sugbongcogon,Misamis Oriental,Region X (Northern Mindanao),1st ,Municipality,5th,R10,N
[2024-12] 08-026-22-000,2024-12,2024,[12] December,"Sulat, Eastern Samar",[1] Operational,,,,Zero Transactions for the month of Dec 2024,[A] Operational,A,08-026-22-000,Sulat,Eastern Samar,Region VIII (Eastern Visayas),Lone,Municipality,4th,R8,K
[2024-12] 11-024-14-000,2024-12,2024,[12] December,"Sulop, Davao del Sur",[1] Operational,,,,,[A] Operational,A,11-024-14-000,Sulop,Davao del Sur,Region XI (Davao Region),Lone ,Municipality,3rd,R11,P
[2024-12] 19-087-10-000,2024-12,2024,[12] December,"Sultan Kudarat, Maguindanao del Norte",[1] Operational,,,,,[A] Operational,B,19-087-10-000,Sultan Kudarat,Maguindanao del Norte,Bangsamoro Autonomous Region In Muslim Mindanao (BARMM),Lone ,Municipality,1st,BARMM II,R
[2024-12] 10-035-06-000,2024-12,2024,[12] December,"Sultan Naga Dimaporo, Lanao del Norte",[1] Operational,,,,,[A] Operational,A,10-035-06-000,Sultan Naga Dimaporo,Lanao del Norte,Region X (Northern Mindanao),2nd ,Municipality,3rd,R10,N
[2024-12] 19-007-05-000,2024-12,2024,[12] December,"Sumisip, Basilan",[1] Operational,,,,,[A] Operational,B,19-007-05-000,Sumisip,Basilan,Bangsamoro Autonomous Region In Muslim Mindanao (BARMM),Lone ,Municipality,1st,BARMM I,M
[2024-12] 12-063-13-000,2024-12,2024,[12] December,"Surallah, South Cotabato",[1] Operational,,,,,[A] Operational,B,12-063-13-000,Surallah,South Cotabato,Region XII (SOCCSKSARGEN),2nd ,Municipality,1st,R12,Q
[2024-12] 01-029-32-000,2024-12,2024,[12] December,"Suyo, Ilocos Sur",[1] Operational,,,,,[A] Operational,B,01-029-32-000,Suyo,Ilocos Sur,Region I (Ilocos Region),2nd,Municipality,4th,R1,C
[2024-12] 12-063-16-000,2024-12,2024,[12] December,"T'Boli, South Cotabato",[1] Operational,,,,,[A] Operational,A,12-063-16-000,T'Boli,South Cotabato,Region XII (SOCCSKSARGEN),2nd ,Municipality,1st,R12,Q
[2024-12] 10-035-08-000,2024-12,2024,[12] December,"Kolambugan, Lanao del Norte",[7] To Follow-up,,Not responding on the data build up status,To contact LGU and determine if they want to continue or withdraw the use of the system,81% DBU status,[C] For Training/Others,B,10-035-08-000,Kolambugan,Lanao del Norte,Region X (Northern Mindanao),1st ,Municipality,4th,R10,N
[2024-12] 04-010-29-000,2024-12,2024,[12] December,"Taal, Batangas",[1] Operational,,,,,[A] Operational,A,04-010-29-000,Taal,Batangas,Region IV-A (CALABARZON),1st,Municipality,3rd,R4A,F
[2024-12] 09-073-27-000,2024-12,2024,[12] December,"Tabina, Zamboanga del Sur",[1] Operational,,,,,[A] Operational,B,09-073-27-000,Tabina,Zamboanga del Sur,Region IX (Zamboanga Peninsula),2nd,Municipality,4th,R9,L
[2024-12] 07-022-48-000,2024-12,2024,[12] December,"Tabogon, Cebu",[1] Operational,,,,,[A] Operational,B,07-022-48-000,Tabogon,Cebu,Region VII (Central Visayas),4th ,Municipality,3rd,R7,J
[2024-12] 08-037-46-000,2024-12,2024,[12] December,"Tabontabon, Leyte",[1] Operational,,,,Zero Transactions for the month of Dec 2024,[A] Operational,A,08-037-46-000,Tabontabon,Leyte,Region VIII (Eastern Visayas),2nd,Municipality,5th,R8,K
[2024-12] 08-026-23-000,2024-12,2024,[12] December,"Taft, Eastern Samar",[1] Operational,,,,Zero Transactions for the month of Dec 2024,[A] Operational,A,08-026-23-000,Taft,Eastern Samar,Region VIII (Eastern Visayas),Lone,Municipality,4th,R8,K
[2024-12] 16-067-25-000,2024-12,2024,[12] December,"Tagana-An, Surigao del Norte",[1] Operational,,,,,[A] Operational,A,16-067-25-000,Tagana-An,Surigao del Norte,Region XIII (Caraga),2nd ,Municipality,5th*,R13,O
[2024-12] 16-068-17-000,2024-12,2024,[12] December,"Tagbina, Surigao del Sur",[1] Operational,,,,,[A] Operational,A,16-068-17-000,Tagbina,Surigao del Sur,Region XIII (Caraga),2nd ,Municipality,2nd,R13,O
[2024-12] 16-068-18-000,2024-12,2024,[12] December,"Tago, Surigao del Sur",[1] Operational,,,,,[A] Operational,A,16-068-18-000,Tago,Surigao del Sur,Region XIII (Caraga),1st ,Municipality,2nd,R13,O
[2024-12] 10-043-24-000,2024-12,2024,[12] December,"Tagoloan, Misamis Oriental",[1] Operational,,,,,[A] Operational,A,10-043-24-000,Tagoloan,Misamis Oriental,Region X (Northern Mindanao),2nd ,Municipality,1st,R10,N
[2024-12] 01-029-33-000,2024-12,2024,[12] December,"Tagudin, Ilocos Sur",[1] Operational,,,,,[A] Operational,A,01-029-33-000,Tagudin,Ilocos Sur,Region I (Ilocos Region),2nd,Municipality,2nd,R1,C
[2024-12] 10-013-20-000,2024-12,2024,[12] December,"Talakag, Bukidnon",[1] Operational,,,,,[A] Operational,A,10-013-20-000,Talakag,Bukidnon,Region X (Northern Mindanao),1st ,Municipality,1st,R10,N
[2024-12] 19-088-24-000,2024-12,2024,[12] December,"Talayan, Maguindanao del Sur",[1] Operational,,,,,[A] Operational,B,19-088-24-000,Talayan,Maguindanao del Sur,Bangsamoro Autonomous Region In Muslim Mindanao (BARMM),Lone ,Municipality,4th*,BARMM II,R
[2024-12] 19-066-13-000,2024-12,2024,[12] December,"Talipao, Sulu",[1] Operational,,,,,[A] Operational,A,19-066-13-000,Talipao,Sulu,Bangsamoro Autonomous Region In Muslim Mindanao (BARMM),1st ,Municipality,1st,BARMM I,M
[2024-12] 05-016-11-000,2024-12,2024,[12] December,"Talisay, Camarines Norte",[1] Operational,,,,,[A] Operational,A,05-016-11-000,Talisay,Camarines Norte,Region V (Bicol Region),2nd,Municipality,4th,R5,H
[2024-12] 10-043-25-000,2024-12,2024,[12] December,"Talisayan, Misamis Oriental",[1] Operational,,,,,[A] Operational,A,10-043-25-000,Talisayan,Misamis Oriental,Region X (Northern Mindanao),1st ,Municipality,4th,R10,N
[2024-12] 03-049-31-000,2024-12,2024,[12] December,"Talugtug, Nueva Ecija",[1] Operational,,,,,[A] Operational,A,03-049-31-000,Talugtug,Nueva Ecija,Region III (Central Luzon),2nd,Municipality,4th,R3,E
[2024-12] 09-083-14-000,2024-12,2024,[12] December,"Talusan, Zamboanga Sibugay",[1] Operational,,,,,[A] Operational,B,09-083-14-000,Talusan,Zamboanga Sibugay,Region IX (Zamboanga Peninsula),1st,Municipality,5th,R9,L
[2024-12] 09-073-28-000,2024-12,2024,[12] December,"Tambulig, Zamboanga del Sur",[1] Operational,,,,,[A] Operational,A,09-073-28-000,Tambulig,Zamboanga del Sur,Region IX (Zamboanga Peninsula),1st,Municipality,4th*,R9,L
[2024-12] 09-072-21-000,2024-12,2024,[12] December,"Tampilisan, Zamboanga del Norte",[1] Operational,,,,,[A] Operational,A,09-072-21-000,Tampilisan,Zamboanga del Norte,Region IX (Zamboanga Peninsula),3rd,Municipality,4th,R9,L
[2024-12] 04-058-12-000,2024-12,2024,[12] December,"Tanay, Rizal",[1] Operational,,,,,[A] Operational,A,04-058-12-000,Tanay,Rizal,Region IV-A (CALABARZON),2nd,Municipality,1st,R4A,F
[2024-12] 06-004-17-000,2024-12,2024,[12] December,"Tangalan, Aklan",[1] Operational,,,,,[A] Operational,A,06-004-17-000,Tangalan,Aklan,Region VI (Western Visayas),2nd,Municipality,5th,R6,I
[2024-12] 12-063-15-000,2024-12,2024,[12] December,"Tantangan, South Cotabato",[1] Operational,,,,,[A] Operational,A,12-063-15-000,Tantangan,South Cotabato,Region XII (SOCCSKSARGEN),2nd ,Municipality,3rd,R12,Q
[2024-12] 04-021-20-000,2024-12,2024,[12] December,"Tanza, Cavite",[1] Operational,,,,,[A] Operational,A,04-021-20-000,Tanza,Cavite,Region IV-A (CALABARZON),7th,Municipality,1st,R4A,F
[2024-12] 06-019-17-000,2024-12,2024,[12] December,"Tapaz, Capiz",[1] Operational,,,,,[A] Operational,A,06-019-17-000,Tapaz,Capiz,Region VI (Western Visayas),2nd,Municipality,1st,R6,I
[2024-12] 08-060-20-000,2024-12,2024,[12] December,"Tarangnan, Samar",[1] Operational,,,,Normal Operations,[A] Operational,B,08-060-20-000,Tarangnan,Samar,Region VIII (Eastern Visayas),1st,Municipality,4th,R8,K
[2024-12] 11-025-11-000,2024-12,2024,[12] December,"Tarragona, Davao Oriental",[1] Operational,,,,,[A] Operational,B,11-025-11-000,Tarragona,Davao Oriental,Region XI (Davao Region),1st,Municipality,3rd,R11,P
[2024-12] 07-046-22-000,2024-12,2024,[12] December,"Tayasan, Negros Oriental",[1] Operational,,,,,[A] Operational,A,07-046-22-000,Tayasan,Negros Oriental,Region VII (Central Visayas),1st ,Municipality,3rd,R7,J
[2024-12] 04-010-32-000,2024-12,2024,[12] December,"Taysan, Batangas",[1] Operational,,,,,[A] Operational,A,04-010-32-000,Taysan,Batangas,Region IV-A (CALABARZON),4th,Municipality,2nd,R4A,F
[2024-12] 17-053-20-000,2024-12,2024,[12] December,"Taytay, Palawan",[1] Operational,,,,,[A] Operational,A,17-053-20-000,Taytay,Palawan,MIMAROPA Region,1st ,Municipality,1st,R4B,G
[2024-12] 01-055-43-000,2024-12,2024,[12] December,"Tayug, Pangasinan",[1] Operational,,,,,[A] Operational,A,01-055-43-000,Tayug,Pangasinan,Region I (Ilocos Region),6th,Municipality,3rd,R1,C
[2024-12] 14-001-24-000,2024-12,2024,[12] December,"Tayum, Abra",[1] Operational,,,,,[A] Operational,B,14-001-24-000,Tayum,Abra,Cordillera Administrative Region (CAR),Lone ,Municipality,5th,CAR,B
[2024-12] 06-006-17-000,2024-12,2024,[12] December,"Tibiao, Antique",[1] Operational,,,,,[A] Operational,A,06-006-17-000,Tibiao,Antique,Region VI (Western Visayas),Lone,Municipality,4th,R6,I
[2024-12] 09-073-44-000,2024-12,2024,[12] December,"Tigbao, Zamboanga del Sur",[1] Operational,,,,,[A] Operational,A,09-073-44-000,Tigbao,Zamboanga del Sur,Region IX (Zamboanga Peninsula),2nd,Municipality,5th*,R9,L
[2024-12] 12-047-18-000,2024-12,2024,[12] December,"Arakan, Cotabato",[3] Ongoing Data Build-up,95%,,,,[B] Developmental,B,12-047-18-000,Arakan,Cotabato,Region XII (SOCCSKSARGEN),2nd ,Municipality,1st,R12,Q
[2024-12] 14-027-10-000,2024-12,2024,[12] December,"Tinoc, Ifugao",[1] Operational,,,,,[A] Operational,B,14-027-10-000,Tinoc,Ifugao,Cordillera Administrative Region (CAR),Lone ,Municipality,4th,CAR,B
[2024-12] 12-063-02-000,2024-12,2024,[12] December,"Banga, South Cotabato",[3] Ongoing Data Build-up,80%,,,,[B] Developmental,B,12-063-02-000,Banga,South Cotabato,Region XII (SOCCSKSARGEN),2nd ,Municipality,1st,R12,Q
[2024-12] 12-047-16-000,2024-12,2024,[12] December,"Banisilan, Cotabato",[2] Pilot Testing,95%,Ongoing Final Testing,,,[B] Developmental,B,12-047-16-000,Banisilan,Cotabato,Region XII (SOCCSKSARGEN),3rd ,Municipality,2nd,R12,Q
[2024-12] 19-007-06-000,2024-12,2024,[12] December,"Tipo-Tipo, Basilan",[1] Operational,,,,,[A] Operational,B,19-007-06-000,Tipo-Tipo,Basilan,Bangsamoro Autonomous Region In Muslim Mindanao (BARMM),Lone ,Municipality,3rd,BARMM I,M
[2024-12] 09-083-15-000,2024-12,2024,[12] December,"Titay, Zamboanga Sibugay",[1] Operational,,,,,[A] Operational,A,09-083-15-000,Titay,Zamboanga Sibugay,Region IX (Zamboanga Peninsula),2nd,Municipality,2nd,R9,L
[2024-12] 12-065-11-000,2024-12,2024,[12] December,"City of Tacurong, Sultan Kudarat",[8] Withdraw,,,,,[D] Withdraw,A,12-065-11-000,City of Tacurong,Sultan Kudarat,Region XII (SOCCSKSARGEN),1st ,City,4th,R12,Q
[2024-12] 06-006-07-000,2024-12,2024,[12] December,"Tobias Fornier, Antique",[1] Operational,,,,,[A] Operational,A,06-006-07-000,Tobias Fornier,Antique,Region VI (Western Visayas),Lone,Municipality,4th,R6,I
[2024-12] 08-037-49-000,2024-12,2024,[12] December,"Tolosa, Leyte",[1] Operational,,,,Normal Operations,[A] Operational,A,08-037-49-000,Tolosa,Leyte,Region VIII (Eastern Visayas),1st,Municipality,5th,R8,K
[2024-12] 12-080-02-000,2024-12,2024,[12] December,"Glan, Sarangani",[6] With Concerns,,Internal conflect at the LGU,Closely communicate with the Municipal Mayor's Office,,[C] For Training/Others,A,12-080-02-000,Glan,Sarangani,Region XII (SOCCSKSARGEN),Lone ,Municipality,1st,R12,Q
